-- Logs begin at Sun 2019-11-03 23:04:18 UTC, end at Thu 2019-11-07 08:58:16 UTC. --
Nov 07 08:36:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:36:48.701070 W | etcdserver: request "header:<ID:14919139277662635034 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:36747733 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (275.36717ms) to execute
Nov 07 08:37:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:37:56.464697 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (174.139893ms) to execute
Nov 07 08:37:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:37:56.464735 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (243.403816ms) to execute
Nov 07 08:38:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:38:31.769963 I | mvcc: store.index: compact 36746727
Nov 07 08:38:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:38:31.774831 I | mvcc: finished scheduled compaction at 36746727 (took 3.702115ms)
Nov 07 08:39:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:39:57.259586 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (229.100513ms) to execute
Nov 07 08:40:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:40:12.225855 W | etcdserver: request "header:<ID:14919139277662636801 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:36748201 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (106.459935ms) to execute
Nov 07 08:42:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:42:27.114424 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (265.366975ms) to execute
Nov 07 08:42:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:42:27.114503 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (719.984557ms) to execute
Nov 07 08:42:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:42:27.114710 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (725.015976ms) to execute
Nov 07 08:42:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-07 08:42:27.114891 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.125686083s) to execute
