-- Logs begin at Tue 2019-10-01 01:59:47 UTC, end at Wed 2019-10-02 15:36:50 UTC. --
Oct 02 15:14:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:14:54.978499 W | etcdserver: request "header:<ID:14919135698849837274 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" mod_revision:31455278 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" value_size:1571 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" > >>" with result "size:20" took too long (107.019104ms) to execute
Oct 02 15:17:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:17:36.223341 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (156.920355ms) to execute
Oct 02 15:17:36 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:17:36.223486 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (170.575528ms) to execute
Oct 02 15:18:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:18:33.883886 I | mvcc: store.index: compact 31455215
Oct 02 15:18:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:18:33.893024 I | mvcc: finished scheduled compaction at 31455215 (took 7.063124ms)
Oct 02 15:18:34 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:18:34.195494 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (263.366524ms) to execute
Oct 02 15:19:45 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:19:45.560958 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (390.860918ms) to execute
Oct 02 15:19:46 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:19:46.475768 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (234.845621ms) to execute
Oct 02 15:20:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:13.070478 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (144.960527ms) to execute
Oct 02 15:20:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:16.035702 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/prometheus-operator-prometheus-node-exporter-7525s.15c9d84b2308845d\" " with result "range_response_count:1 size:675" took too long (165.687429ms) to execute
Oct 02 15:20:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:16.035878 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:33744" took too long (207.449295ms) to execute
Oct 02 15:20:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:16.558160 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/tracespans\" range_end:\"/registry/config.istio.io/tracespant\" count_only:true " with result "range_response_count:0 size:7" took too long (358.421362ms) to execute
Oct 02 15:20:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:16.558560 W | etcdserver: request "header:<ID:14919135698849840611 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:31456636 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:5886 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (314.423558ms) to execute
Oct 02 15:20:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:16.829185 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/prometheus-operator-prometheus-node-exporter-7525s.15c9d84b5281cd0e\" " with result "range_response_count:1 size:674" took too long (128.264801ms) to execute
Oct 02 15:20:16 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:16.829688 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (101.637308ms) to execute
Oct 02 15:20:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:47.098658 W | etcdserver: request "header:<ID:14919135698849840947 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/grafana-6585df8c56-xf6lg\" mod_revision:31450252 > success:<request_put:<key:\"/registry/pods/istio-system/grafana-6585df8c56-xf6lg\" value_size:3801 >> failure:<request_range:<key:\"/registry/pods/istio-system/grafana-6585df8c56-xf6lg\" > >>" with result "size:20" took too long (614.840846ms) to execute
Oct 02 15:20:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:47.099435 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1897" took too long (551.840566ms) to execute
Oct 02 15:20:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:47.110485 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (457.910645ms) to execute
Oct 02 15:20:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:47.111100 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (121.222827ms) to execute
Oct 02 15:20:47 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:47.111414 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (326.614967ms) to execute
Oct 02 15:20:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:55.030901 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-pilot\" " with result "range_response_count:1 size:536" took too long (168.320975ms) to execute
Oct 02 15:20:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:55.031440 W | etcdserver: request "header:<ID:14919135698849841089 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/istio-system/istio-ingressgateway\" mod_revision:31456608 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-ingressgateway\" value_size:1700 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (140.278638ms) to execute
Oct 02 15:20:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:20:55.046853 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (172.311936ms) to execute
Oct 02 15:21:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:21:39.655309 I | wal: segmented wal file /var/lib/etcd/member/wal/0000000000000466-00000000021227d1.wal is created
Oct 02 15:21:44 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:21:44.475654 I | pkg/fileutil: purged file /var/lib/etcd/member/wal/0000000000000461-00000000020fc7c1.wal successfully
Oct 02 15:22:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:22:15.756151 I | etcdserver: start to snapshot (applied: 34744345, lastsnap: 34734344)
Oct 02 15:22:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:22:15.826429 I | etcdserver: saved snapshot at index 34744345
Oct 02 15:22:15 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:22:15.827951 I | etcdserver: compacted raft log at 34739345
Oct 02 15:22:20 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:22:20.309162 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/000000000000000b-00000000021164c4.snap successfully
Oct 02 15:23:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:23:33.940046 I | mvcc: store.index: compact 31456460
Oct 02 15:23:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:23:33.951263 I | mvcc: finished scheduled compaction at 31456460 (took 7.906106ms)
Oct 02 15:23:34 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:23:34.432915 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (383.550367ms) to execute
Oct 02 15:23:34 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:23:34.433649 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (280.232531ms) to execute
Oct 02 15:23:34 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:23:34.434264 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/templates\" range_end:\"/registry/config.istio.io/templatet\" count_only:true " with result "range_response_count:0 size:7" took too long (478.155167ms) to execute
Oct 02 15:23:34 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:23:34.434337 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (194.701393ms) to execute
Oct 02 15:23:34 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:23:34.434438 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (268.895615ms) to execute
Oct 02 15:28:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:28:33.956055 I | mvcc: store.index: compact 31457090
Oct 02 15:28:33 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:28:33.963573 I | mvcc: finished scheduled compaction at 31457090 (took 5.105486ms)
Oct 02 15:28:34 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 15:28:34.193925 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (112.51678ms) to execute
