-- Logs begin at Fri 2019-12-20 13:04:45 UTC, end at Sat 2019-12-21 22:31:56 UTC. --
Dec 21 22:11:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:11:38.116580 I | mvcc: store.index: compact 45641023
Dec 21 22:11:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:11:38.123110 I | mvcc: finished scheduled compaction at 45641023 (took 5.151778ms)
Dec 21 22:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:13:30.711636 N | compactor: Starting auto-compaction at revision 45553884
Dec 21 22:13:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:13:30.712132 N | compactor: Finished auto-compaction at revision 45553884
Dec 21 22:14:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:14:38.830051 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (576.833275ms) to execute
Dec 21 22:14:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:14:38.830171 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (340.763148ms) to execute
Dec 21 22:14:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:14:38.830265 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (331.648573ms) to execute
Dec 21 22:14:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:14:38.830482 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (709.727377ms) to execute
Dec 21 22:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:15:06.405306 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (595.115888ms) to execute
Dec 21 22:15:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:15:06.406241 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (308.043166ms) to execute
Dec 21 22:15:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:15:46.767364 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (408.527226ms) to execute
Dec 21 22:15:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:15:46.767596 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (325.280378ms) to execute
Dec 21 22:15:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:15:46.767827 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (179.831914ms) to execute
Dec 21 22:15:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:15:46.768268 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (119.081687ms) to execute
Dec 21 22:15:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:15:46.768894 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (843.007325ms) to execute
Dec 21 22:16:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:12.362399 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (475.344353ms) to execute
Dec 21 22:16:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:12.362565 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5097" took too long (114.705463ms) to execute
Dec 21 22:16:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:12.362653 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1406" took too long (215.406482ms) to execute
Dec 21 22:16:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:13.133910 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (330.125372ms) to execute
Dec 21 22:16:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:13.133981 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (329.949849ms) to execute
Dec 21 22:16:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:13.134106 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (247.668993ms) to execute
Dec 21 22:16:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:13.134211 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:3 size:12404" took too long (300.918342ms) to execute
Dec 21 22:16:15 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:15.454455 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/prometheus\" " with result "range_response_count:1 size:580" took too long (156.079271ms) to execute
Dec 21 22:16:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:18.156083 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (173.47882ms) to execute
Dec 21 22:16:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:19.420703 W | wal: sync duration of 1.161182447s, expected less than 1s
Dec 21 22:16:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:19.423108 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4297" took too long (192.560518ms) to execute
Dec 21 22:16:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:19.423195 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (252.533319ms) to execute
Dec 21 22:16:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:19.423496 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (113.655193ms) to execute
Dec 21 22:16:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:19.423583 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/deniers\" range_end:\"/registry/config.istio.io/deniert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.146007128s) to execute
Dec 21 22:16:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:20.113951 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4239" took too long (223.670263ms) to execute
Dec 21 22:16:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:26.722569 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apps\" " with result "range_response_count:1 size:619" took too long (480.186043ms) to execute
Dec 21 22:16:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 22:16:26.722635 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (479.988009ms) to execute
