-- Logs begin at Sun 2019-12-15 09:07:23 UTC, end at Mon 2019-12-16 23:14:22 UTC. --
Dec 16 22:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:19.736742 I | mvcc: store.index: compact 44414165
Dec 16 22:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:19.744074 I | mvcc: finished scheduled compaction at 44414165 (took 5.397443ms)
Dec 16 22:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:19.909721 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1487" took too long (103.258049ms) to execute
Dec 16 22:54:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:26.041865 W | etcdserver: request "header:<ID:14919139277705029675 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:44415272 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (122.626207ms) to execute
Dec 16 22:54:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:26.065889 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-w6vw9\" " with result "range_response_count:1 size:3127" took too long (135.311596ms) to execute
Dec 16 22:54:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:26.092281 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (110.844351ms) to execute
Dec 16 22:54:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:26.263777 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (137.991446ms) to execute
Dec 16 22:54:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:26.263886 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (149.330326ms) to execute
Dec 16 22:54:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:41.477573 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/istio-system/\" range_end:\"/registry/resourcequotas/istio-system0\" " with result "range_response_count:0 size:7" took too long (154.07671ms) to execute
Dec 16 22:54:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:41.742167 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (201.877424ms) to execute
Dec 16 22:54:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:41.742397 W | etcdserver: request "header:<ID:14919139277705029905 > lease_revoke:<id:4f0b6e20ca2fa839>" with result "size:29" took too long (164.411691ms) to execute
Dec 16 22:54:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:41.746042 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:992" took too long (180.148752ms) to execute
Dec 16 22:54:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:54:41.748212 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-w7n6b\" " with result "range_response_count:1 size:3080" took too long (187.882003ms) to execute
Dec 16 22:55:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:55:42.098455 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (118.983025ms) to execute
Dec 16 22:55:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:55:42.126364 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1150" took too long (145.943376ms) to execute
Dec 16 22:59:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:59:19.782073 I | mvcc: store.index: compact 44415248
Dec 16 22:59:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:59:19.793088 I | mvcc: finished scheduled compaction at 44415248 (took 7.639134ms)
Dec 16 22:59:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:59:20.126452 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.policy\" " with result "range_response_count:1 size:625" took too long (122.339108ms) to execute
Dec 16 22:59:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:59:20.126509 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:683" took too long (122.244843ms) to execute
Dec 16 22:59:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:59:20.126629 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (121.99511ms) to execute
Dec 16 22:59:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:59:20.126714 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.networking.k8s.io\" " with result "range_response_count:1 size:644" took too long (122.67614ms) to execute
Dec 16 22:59:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 22:59:20.126810 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (121.776375ms) to execute
Dec 16 23:00:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:00:08.944951 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (542.307163ms) to execute
Dec 16 23:00:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:00:08.945087 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (270.494911ms) to execute
Dec 16 23:00:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:00:08.945198 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (298.997159ms) to execute
Dec 16 23:00:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:00:08.945309 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (245.341407ms) to execute
Dec 16 23:00:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:00:08.945373 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-bkpk6\" " with result "range_response_count:1 size:2433" took too long (331.948366ms) to execute
Dec 16 23:00:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 23:00:08.945395 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (547.133389ms) to execute
