-- Logs begin at Tue 2019-12-17 03:13:11 UTC, end at Wed 2019-12-18 17:49:16 UTC. --
Dec 18 17:27:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:27:10.845417 W | etcdserver: request "header:<ID:14919139277706730540 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-zblc6.15e1873aaf7dfc69\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-zblc6.15e1873aaf7dfc69\" value_size:392 lease:5695767240851954527 >> failure:<>>" with result "size:20" took too long (151.738191ms) to execute
Dec 18 17:27:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:27:10.847822 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4164" took too long (141.441394ms) to execute
Dec 18 17:27:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:27:10.851932 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-zblc6\" " with result "range_response_count:1 size:2946" took too long (134.76193ms) to execute
Dec 18 17:27:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:27:10.852025 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (144.571352ms) to execute
Dec 18 17:27:10 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:27:10.852234 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (145.864963ms) to execute
Dec 18 17:29:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:26.102039 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (167.398995ms) to execute
Dec 18 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:37.082009 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:836" took too long (127.353168ms) to execute
Dec 18 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:37.116664 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (147.135544ms) to execute
Dec 18 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:37.117031 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-p8hl8\" " with result "range_response_count:1 size:2738" took too long (151.364109ms) to execute
Dec 18 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:37.117261 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6199" took too long (159.529597ms) to execute
Dec 18 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:37.117905 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (159.96348ms) to execute
Dec 18 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:37.308740 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (123.471068ms) to execute
Dec 18 17:29:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:37.308880 W | etcdserver: request "header:<ID:14919139277706732210 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" mod_revision:44850028 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" value_size:1571 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/istio-system/istio-telemetry\" > >>" with result "size:20" took too long (116.47889ms) to execute
Dec 18 17:29:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:40.123215 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (513.905304ms) to execute
Dec 18 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:41.367503 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (456.196905ms) to execute
Dec 18 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:41.367928 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (455.548779ms) to execute
Dec 18 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:41.368058 W | etcdserver: request "header:<ID:14919139277706732248 > lease_revoke:<id:4f0b6e20ca49a212>" with result "size:29" took too long (287.835862ms) to execute
Dec 18 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:41.368195 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (213.530314ms) to execute
Dec 18 17:29:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:41.822681 W | etcdserver: request "header:<ID:14919139277706732252 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-p8hl8.15e18758c663972b\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-p8hl8.15e18758c663972b\" value_size:402 lease:5695767240851955944 >> failure:<>>" with result "size:20" took too long (132.309092ms) to execute
Dec 18 17:29:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:42.255719 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (123.552808ms) to execute
Dec 18 17:29:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:42.896601 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (432.674455ms) to execute
Dec 18 17:29:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:42.897267 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/servicemonitors\" range_end:\"/registry/monitoring.coreos.com/servicemonitort\" count_only:true " with result "range_response_count:0 size:9" took too long (252.753869ms) to execute
Dec 18 17:29:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:42.897574 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (282.034127ms) to execute
Dec 18 17:29:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:42.897829 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (432.401445ms) to execute
Dec 18 17:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:43.586089 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/checknothings\" range_end:\"/registry/config.istio.io/checknothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (165.894364ms) to execute
Dec 18 17:29:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:44.449892 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (184.572794ms) to execute
Dec 18 17:29:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:44.449949 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kubernetes-dashboard\" " with result "range_response_count:1 size:523" took too long (330.99873ms) to execute
Dec 18 17:29:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:44.450026 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (184.230657ms) to execute
Dec 18 17:29:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:44.450116 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (174.951456ms) to execute
Dec 18 17:29:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:46.795480 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-sln7d.15e1875955158a73\" " with result "range_response_count:1 size:573" took too long (503.405248ms) to execute
Dec 18 17:29:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:46.795514 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (587.578916ms) to execute
Dec 18 17:29:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:46.795647 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (335.232516ms) to execute
Dec 18 17:29:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:46.795751 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (586.956848ms) to execute
Dec 18 17:29:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:46.795918 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (379.556053ms) to execute
Dec 18 17:29:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:46.796117 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (333.90946ms) to execute
Dec 18 17:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:48.342716 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (153.274902ms) to execute
Dec 18 17:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:48.343337 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (203.799227ms) to execute
Dec 18 17:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:48.343709 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-sln7d\" " with result "range_response_count:1 size:3244" took too long (289.181603ms) to execute
Dec 18 17:29:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:48.346091 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (106.814502ms) to execute
Dec 18 17:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:49.769366 W | etcdserver: request "header:<ID:14919139277706732358 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:44850190 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4355 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (686.589673ms) to execute
Dec 18 17:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:49.769903 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:3989" took too long (684.960773ms) to execute
Dec 18 17:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:49.779414 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/destinationrules\" range_end:\"/registry/networking.istio.io/destinationrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (644.493803ms) to execute
Dec 18 17:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:49.779655 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/stackdrivers\" range_end:\"/registry/config.istio.io/stackdrivert\" count_only:true " with result "range_response_count:0 size:7" took too long (338.302238ms) to execute
Dec 18 17:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:49.779803 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (372.590423ms) to execute
Dec 18 17:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:49.779844 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/statsds\" range_end:\"/registry/config.istio.io/statsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (188.481358ms) to execute
Dec 18 17:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:49.780067 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecs\" range_end:\"/registry/config.istio.io/httpapispect\" count_only:true " with result "range_response_count:0 size:7" took too long (446.578864ms) to execute
Dec 18 17:29:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:52.246568 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (330.202859ms) to execute
Dec 18 17:29:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:52.502777 W | etcdserver: request "header:<ID:14919139277706732403 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:44850251 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (152.332555ms) to execute
Dec 18 17:29:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:52.504034 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (113.230543ms) to execute
Dec 18 17:29:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:53.280534 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (454.43441ms) to execute
Dec 18 17:29:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 17:29:53.280673 W | etcdserver: request "header:<ID:14919139277706732438 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:44850205 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:3914 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (367.212488ms) to execute
