-- Logs begin at Sat 2020-02-01 12:16:18 UTC, end at Mon 2020-02-03 02:52:16 UTC. --
Feb 03 02:28:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:28:57.790859 W | etcdserver: request "header:<ID:14919139277752769186 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:53558696 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:4105 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (127.335176ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.384314 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (177.426697ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.384629 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (177.910264ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.385109 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/opas\" range_end:\"/registry/config.istio.io/opat\" count_only:true " with result "range_response_count:0 size:7" took too long (197.536901ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.386085 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4168" took too long (179.541143ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.429227 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-79vgl\" " with result "range_response_count:1 size:2946" took too long (198.727539ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.648982 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-b5rzv\" " with result "range_response_count:1 size:2946" took too long (197.265784ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.649104 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/istio-system/istio-galley-service-account\" " with result "range_response_count:1 size:636" took too long (205.845414ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.649136 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-qm9lq\" " with result "range_response_count:1 size:2946" took too long (212.538455ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.649176 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-xjwhq\" " with result "range_response_count:1 size:2943" took too long (198.78755ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.656842 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wth4f\" " with result "range_response_count:1 size:2946" took too long (172.673238ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.657436 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (171.819138ms) to execute
Feb 03 02:29:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:10.901035 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/checknothings\" range_end:\"/registry/config.istio.io/checknothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (128.815314ms) to execute
Feb 03 02:29:13 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:13.244780 W | etcdserver: request "header:<ID:14919139277752769492 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-wth4f.15efc377c8f91cb0\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-wth4f.15efc377c8f91cb0\" value_size:370 lease:5695767240897992377 >> failure:<>>" with result "size:20" took too long (115.161773ms) to execute
Feb 03 02:29:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:33.271473 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (273.897892ms) to execute
Feb 03 02:29:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:33.272903 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (437.280493ms) to execute
Feb 03 02:29:33 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:33.273022 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (554.363843ms) to execute
Feb 03 02:29:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:53.710483 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-l9w94\" " with result "range_response_count:1 size:3115" took too long (137.362504ms) to execute
Feb 03 02:29:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:53.710810 W | etcdserver: request "header:<ID:14919139277752770085 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15efc38a6f8b3031\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15efc38a6f8b3031\" value_size:403 lease:5695767240897993694 >> failure:<>>" with result "size:20" took too long (117.608241ms) to execute
Feb 03 02:29:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:53.710999 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (129.429337ms) to execute
Feb 03 02:29:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 02:29:53.711650 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (130.954037ms) to execute
