-- Logs begin at Mon 2019-12-16 15:39:59 UTC, end at Wed 2019-12-18 06:45:27 UTC. --
Dec 18 06:23:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:03.590021 W | wal: sync duration of 1.302573999s, expected less than 1s
Dec 18 06:23:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:03.592727 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.186671474s) to execute
Dec 18 06:23:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:03.599509 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (582.667458ms) to execute
Dec 18 06:23:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:03.599976 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listentries\" range_end:\"/registry/config.istio.io/listentriet\" count_only:true " with result "range_response_count:0 size:7" took too long (896.448517ms) to execute
Dec 18 06:23:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:03.600732 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:2 size:7601" took too long (1.047925295s) to execute
Dec 18 06:23:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:03.601231 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.132241754s) to execute
Dec 18 06:23:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:04.145836 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:2 size:7805" took too long (349.984939ms) to execute
Dec 18 06:23:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:04.147468 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (318.603643ms) to execute
Dec 18 06:23:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:04.374079 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (219.545704ms) to execute
Dec 18 06:23:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:04.380093 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4430" took too long (213.440426ms) to execute
Dec 18 06:23:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 06:23:04.380449 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (105.870268ms) to execute
