-- Logs begin at Fri 2020-01-31 20:55:11 UTC, end at Sun 2020-02-02 09:18:28 UTC. --
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.525987 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/gateways.networking.istio.io\" " with result "range_response_count:1 size:2441" took too long (162.833859ms) to execute
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.526294 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/virtualservices.networking.istio.io\" " with result "range_response_count:1 size:3866" took too long (139.903387ms) to execute
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.526360 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/destinationrules/\" range_end:\"/registry/networking.istio.io/destinationrules0\" " with result "range_response_count:0 size:7" took too long (166.883187ms) to execute
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.527308 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/serviceentries/\" range_end:\"/registry/networking.istio.io/serviceentries0\" " with result "range_response_count:0 size:7" took too long (139.892933ms) to execute
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.761271 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/destinationrules.networking.istio.io\" " with result "range_response_count:1 size:3559" took too long (149.772311ms) to execute
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.761373 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/serviceentries.networking.istio.io\" " with result "range_response_count:1 size:4188" took too long (170.553542ms) to execute
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.761581 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/gateways/\" range_end:\"/registry/networking.istio.io/gateways0\" " with result "range_response_count:0 size:7" took too long (171.783556ms) to execute
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.761749 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/clusterrbacconfigs.rbac.istio.io\" " with result "range_response_count:1 size:2461" took too long (167.194808ms) to execute
Feb 02 08:55:25 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:25.762169 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/envoyfilters/\" range_end:\"/registry/networking.istio.io/envoyfilters0\" " with result "range_response_count:0 size:7" took too long (149.945536ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.006557 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs/\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigs0\" " with result "range_response_count:0 size:7" took too long (165.702095ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.006610 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/meshpolicies.authentication.istio.io\" " with result "range_response_count:1 size:2487" took too long (160.257093ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.007426 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/envoyfilters.networking.istio.io\" " with result "range_response_count:1 size:2613" took too long (164.282215ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.007537 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/gateways.networking.istio.io\" " with result "range_response_count:1 size:2621" took too long (147.51272ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.009139 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies/\" range_end:\"/registry/authentication.istio.io/policies0\" " with result "range_response_count:1 size:937" took too long (146.156942ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.232471 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies/\" range_end:\"/registry/authentication.istio.io/policies0\" " with result "range_response_count:0 size:7" took too long (144.486693ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.232582 W | etcdserver: request "header:<ID:14919139277752094389 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" mod_revision:53381142 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" value_size:2600 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" > >>" with result "size:20" took too long (124.481887ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.232760 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings/\" range_end:\"/registry/config.istio.io/httpapispecbindings0\" " with result "range_response_count:0 size:7" took too long (144.009163ms) to execute
Feb 02 08:55:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 08:55:26.252578 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/meshpolicies/default\" " with result "range_response_count:1 size:807" took too long (147.053044ms) to execute
