-- Logs begin at Thu 2019-12-19 03:05:42 UTC, end at Fri 2019-12-20 16:27:18 UTC. --
Dec 20 16:04:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:04:56.204123 W | etcdserver: request "header:<ID:14919139277708610135 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:45323858 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (159.509788ms) to execute
Dec 20 16:05:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:05:00.775083 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (212.149789ms) to execute
Dec 20 16:05:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:05:08.454183 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (263.576459ms) to execute
Dec 20 16:05:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:05:08.454352 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4239" took too long (245.973019ms) to execute
Dec 20 16:05:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:05:08.455017 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/envoyfilters\" range_end:\"/registry/networking.istio.io/envoyfiltert\" count_only:true " with result "range_response_count:0 size:7" took too long (247.969461ms) to execute
Dec 20 16:05:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:05:23.272031 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (204.704923ms) to execute
Dec 20 16:05:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:05:26.657395 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (599.602913ms) to execute
Dec 20 16:05:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:05:26.660300 W | etcdserver: request "header:<ID:14919139277708610439 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:45323914 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (397.196777ms) to execute
Dec 20 16:05:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:05:26.661363 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (116.991425ms) to execute
Dec 20 16:06:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:11.917969 I | mvcc: store.index: compact 45323399
Dec 20 16:06:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:11.923258 I | mvcc: finished scheduled compaction at 45323399 (took 4.059557ms)
Dec 20 16:06:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:23.492732 W | etcdserver: request "header:<ID:14919139277708611031 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" mod_revision:45320362 > success:<request_put:<key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" value_size:807 >> failure:<request_range:<key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (102.447708ms) to execute
Dec 20 16:06:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:23.493258 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (105.448964ms) to execute
Dec 20 16:06:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:23.493318 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (100.659405ms) to execute
Dec 20 16:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:26.828311 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (205.248719ms) to execute
Dec 20 16:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:26.828629 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (500.34111ms) to execute
Dec 20 16:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:26.828782 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (409.949855ms) to execute
Dec 20 16:06:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:33.206060 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (215.006555ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.023146 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies\" range_end:\"/registry/authentication.istio.io/policiet\" count_only:true " with result "range_response_count:0 size:9" took too long (448.806795ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.024666 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (343.03008ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.024744 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4239" took too long (798.733647ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.025677 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (678.349085ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.026397 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/logentries\" range_end:\"/registry/config.istio.io/logentriet\" count_only:true " with result "range_response_count:0 size:9" took too long (520.962922ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.026481 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (266.709821ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.027184 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (498.474228ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.027590 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (166.976417ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.262788 W | etcdserver: request "header:<ID:14919139277708611260 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:45324103 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (137.645059ms) to execute
Dec 20 16:06:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 16:06:39.265184 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (147.782905ms) to execute
