-- Logs begin at Fri 2019-10-25 18:53:13 UTC, end at Thu 2019-10-31 13:41:51 UTC. --
Oct 31 13:20:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:20:05.372867 W | etcdserver: request "header:<ID:14919139277656436662 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:35184461 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (202.85617ms) to execute
Oct 31 13:20:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:20:37.752764 W | etcdserver: request "header:<ID:14919139277656436915 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35184521 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (571.586061ms) to execute
Oct 31 13:20:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:20:42.446621 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:20 size:32270" took too long (995.250295ms) to execute
Oct 31 13:20:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:20:43.383927 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (308.362415ms) to execute
Oct 31 13:20:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:20:45.932739 W | etcdserver: request "header:<ID:14919139277656436961 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:35184534 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (483.367337ms) to execute
Oct 31 13:20:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:20:45.933246 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (482.802837ms) to execute
Oct 31 13:20:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:20:45.933555 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (380.872946ms) to execute
Oct 31 13:21:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:12.216310 I | mvcc: store.index: compact 35182940
Oct 31 13:21:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:12.225262 I | mvcc: finished scheduled compaction at 35182940 (took 7.051989ms)
Oct 31 13:21:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:20.103310 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (671.862327ms) to execute
Oct 31 13:21:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:20.103822 W | etcdserver: request "header:<ID:14919139277656437245 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:35184593 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (547.95043ms) to execute
Oct 31 13:21:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:31.323846 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (113.329042ms) to execute
Oct 31 13:21:31 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:31.323921 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (126.352423ms) to execute
Oct 31 13:21:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:48.484734 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (272.674029ms) to execute
Oct 31 13:21:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:48.485435 W | etcdserver: read-only range request "key:\"/registry/events\" range_end:\"/registry/eventt\" count_only:true " with result "range_response_count:0 size:10" took too long (122.81974ms) to execute
Oct 31 13:21:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:50.367372 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (631.613598ms) to execute
Oct 31 13:21:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:50.367760 W | etcdserver: request "header:<ID:14919139277656437480 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:35184647 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (220.294992ms) to execute
Oct 31 13:21:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:21:56.590398 W | etcdserver: request "header:<ID:14919139277656437525 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:35184657 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (473.341181ms) to execute
Oct 31 13:22:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:51.946744 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (264.590936ms) to execute
Oct 31 13:22:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:51.946884 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (252.03532ms) to execute
Oct 31 13:22:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:51.946920 W | etcdserver: request "header:<ID:14919139277656437964 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:35184767 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (204.733569ms) to execute
Oct 31 13:22:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:51.947068 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:7" took too long (110.42371ms) to execute
Oct 31 13:22:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:55.364520 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.249041992s) to execute
Oct 31 13:22:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:57.286664 W | etcdserver: read-only range request "key:\"/registry/jobs\" range_end:\"/registry/jobt\" count_only:true " with result "range_response_count:0 size:9" took too long (810.426941ms) to execute
Oct 31 13:22:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:57.286760 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.146216172s) to execute
Oct 31 13:22:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:57.286892 W | etcdserver: request "header:<ID:14919139277656437987 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:35184775 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (507.299346ms) to execute
Oct 31 13:22:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:57.287301 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (248.704497ms) to execute
Oct 31 13:22:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:22:58.661134 W | etcdserver: request "header:<ID:14919139277656438004 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35184778 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (555.888122ms) to execute
Oct 31 13:23:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:01.496575 W | wal: sync duration of 1.023407382s, expected less than 1s
Oct 31 13:23:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:01.499197 W | etcdserver: request "header:<ID:14919139277656438012 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:35184781 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (1.02587364s) to execute
Oct 31 13:23:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:01.499383 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:9" took too long (631.795291ms) to execute
Oct 31 13:23:01 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:01.499413 W | etcdserver: read-only range request "key:\"/registry/storageclasses\" range_end:\"/registry/storageclasset\" count_only:true " with result "range_response_count:0 size:9" took too long (345.916194ms) to execute
Oct 31 13:23:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:02.297734 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (363.972551ms) to execute
Oct 31 13:23:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:02.297928 W | etcdserver: request "header:<ID:14919139277656438020 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:35184782 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (329.006613ms) to execute
Oct 31 13:23:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:02.298142 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (298.762472ms) to execute
Oct 31 13:23:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:02.298247 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (292.916577ms) to execute
Oct 31 13:23:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:04.663019 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (352.523887ms) to execute
Oct 31 13:23:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 13:23:04.663425 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (1.19612227s) to execute
