-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 11:43:24 UTC. --
Oct 10 11:22:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:22:26.628850 I | mvcc: store.index: compact 32101859
Oct 10 11:22:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:22:26.636105 I | mvcc: finished scheduled compaction at 32101859 (took 4.917714ms)
Oct 10 11:22:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:22:41.012745 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (408.658984ms) to execute
Oct 10 11:22:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:22:41.012986 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (315.476994ms) to execute
Oct 10 11:23:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:12.646934 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (175.733019ms) to execute
Oct 10 11:23:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:22.848772 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (186.603389ms) to execute
Oct 10 11:23:22 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:22.848838 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (242.697206ms) to execute
Oct 10 11:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:34.742187 W | wal: sync duration of 1.206686663s, expected less than 1s
Oct 10 11:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:34.793268 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5252" took too long (1.114201744s) to execute
Oct 10 11:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:34.793443 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-h8q4z\" " with result "range_response_count:1 size:4249" took too long (759.242489ms) to execute
Oct 10 11:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:34.793495 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (372.249853ms) to execute
Oct 10 11:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:34.793652 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/metrics\" range_end:\"/registry/config.istio.io/metrict\" count_only:true " with result "range_response_count:0 size:9" took too long (673.348722ms) to execute
Oct 10 11:23:34 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:34.793912 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (571.659112ms) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.971987 W | etcdserver: read-only range request "key:\"/registry/namespaces\" range_end:\"/registry/namespacet\" count_only:true " with result "range_response_count:0 size:9" took too long (1.199825796s) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.972046 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (1.297613706s) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.972180 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.132217534s) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.972311 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.707544248s) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.972461 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (842.404862ms) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.972580 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (1.638844182s) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.972708 W | etcdserver: read-only range request "key:\"/registry/validatingwebhookconfigurations\" range_end:\"/registry/validatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (569.121875ms) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.972934 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (1.496132061s) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.972998 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (476.023331ms) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.973247 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-h8q4z\" " with result "range_response_count:1 size:4261" took too long (365.854116ms) to execute
Oct 10 11:23:36 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:36.979023 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.172475949s) to execute
Oct 10 11:23:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:40.326785 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (474.512648ms) to execute
Oct 10 11:23:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:40.326825 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings\" range_end:\"/registry/config.istio.io/httpapispecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (402.069003ms) to execute
Oct 10 11:23:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:40.327046 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (294.968564ms) to execute
Oct 10 11:23:51 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:51.581291 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6063" took too long (451.630967ms) to execute
Oct 10 11:23:51 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:51.581392 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (524.538615ms) to execute
Oct 10 11:23:51 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:51.581727 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (170.249497ms) to execute
Oct 10 11:23:51 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:51.581925 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (451.668688ms) to execute
Oct 10 11:23:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:59.593080 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-pilot-service-account-token-h4mlf\" " with result "range_response_count:1 size:2433" took too long (339.228264ms) to execute
Oct 10 11:23:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:23:59.593361 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (356.818895ms) to execute
Oct 10 11:24:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:07.775335 W | etcdserver: request "header:<ID:14919138748426726568 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-wzpsc.15cc455f81e275ec\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-wzpsc.15cc455f81e275ec\" value_size:486 lease:5695766711571950336 >> failure:<>>" with result "size:20" took too long (483.387313ms) to execute
Oct 10 11:24:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:07.775971 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (118.953899ms) to execute
Oct 10 11:24:07 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:07.776342 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-citadel-service-account-token-jdzr8\" " with result "range_response_count:1 size:2447" took too long (330.46795ms) to execute
Oct 10 11:24:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:10.575216 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (542.870995ms) to execute
Oct 10 11:24:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:10.575374 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (204.898391ms) to execute
Oct 10 11:24:12 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:12.885017 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (231.727397ms) to execute
Oct 10 11:24:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:33.390018 W | etcdserver: request "header:<ID:14919138748426726850 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:32103083 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (408.452298ms) to execute
Oct 10 11:24:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:33.390221 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (343.997671ms) to execute
Oct 10 11:24:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:33.390335 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (148.724754ms) to execute
Oct 10 11:24:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:33.390418 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (136.831669ms) to execute
Oct 10 11:24:39 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:39.825138 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/authorizations\" range_end:\"/registry/config.istio.io/authorizationt\" count_only:true " with result "range_response_count:0 size:7" took too long (216.759399ms) to execute
Oct 10 11:24:39 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:39.825232 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (687.467243ms) to execute
Oct 10 11:24:39 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:39.825248 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (402.330925ms) to execute
Oct 10 11:24:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:42.182293 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (246.079863ms) to execute
Oct 10 11:24:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:42.182427 W | etcdserver: request "header:<ID:14919138748426726940 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:32103108 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (203.52846ms) to execute
Oct 10 11:24:42 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 11:24:42.182532 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (121.863865ms) to execute
