-- Logs begin at Sun 2019-12-15 14:07:49 UTC, end at Tue 2019-12-17 06:39:17 UTC. --
Dec 17 06:19:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:19:24.440739 I | mvcc: store.index: compact 44487569
Dec 17 06:19:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:19:24.447538 I | mvcc: finished scheduled compaction at 44487569 (took 5.192511ms)
Dec 17 06:22:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:22:46.181547 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (132.538257ms) to execute
Dec 17 06:22:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:22:46.185814 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nfp98\" " with result "range_response_count:1 size:1855" took too long (105.214689ms) to execute
Dec 17 06:23:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:23:46.204301 W | etcdserver: request "header:<ID:14919139277705324762 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44489819 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (110.970883ms) to execute
Dec 17 06:23:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:23:46.204883 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nfp98\" " with result "range_response_count:1 size:1855" took too long (100.586744ms) to execute
Dec 17 06:23:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:23:46.434115 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (139.358716ms) to execute
Dec 17 06:23:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:23:46.434290 W | etcdserver: request "header:<ID:14919139277705324786 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:44489821 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (125.377675ms) to execute
Dec 17 06:24:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:24:24.459289 I | mvcc: store.index: compact 44489054
Dec 17 06:24:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:24:24.467641 I | mvcc: finished scheduled compaction at 44489054 (took 6.803768ms)
Dec 17 06:25:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:25:04.999530 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (217.987978ms) to execute
Dec 17 06:25:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:25:05.869680 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (374.238137ms) to execute
Dec 17 06:25:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:25:05.869781 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (211.407781ms) to execute
Dec 17 06:25:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:25:05.869933 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (371.74252ms) to execute
Dec 17 06:25:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:25:06.459938 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (106.17366ms) to execute
Dec 17 06:25:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 06:25:13.853456 W | wal: sync duration of 3.970336931s, expected less than 1s
