-- Logs begin at Sun 2019-12-15 04:02:15 UTC, end at Mon 2019-12-16 18:41:29 UTC. --
Dec 16 18:19:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:19:16.749553 I | mvcc: store.index: compact 44368792
Dec 16 18:19:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:19:16.755600 I | mvcc: finished scheduled compaction at 44368792 (took 4.28199ms)
Dec 16 18:19:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:19:16.921710 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (104.74621ms) to execute
Dec 16 18:20:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:20:41.983100 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (161.465454ms) to execute
Dec 16 18:20:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:20:41.983290 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (189.903068ms) to execute
Dec 16 18:24:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:24:16.841768 I | mvcc: store.index: compact 44370026
Dec 16 18:24:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:24:16.852920 I | mvcc: finished scheduled compaction at 44370026 (took 8.924778ms)
Dec 16 18:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:24:17.186110 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nltj7\" " with result "range_response_count:1 size:1735" took too long (251.981104ms) to execute
Dec 16 18:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:24:17.186767 W | etcdserver: request "header:<ID:14919139277704847012 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:44370703 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:6184 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (138.2037ms) to execute
Dec 16 18:24:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:24:17.220624 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (140.872453ms) to execute
Dec 16 18:25:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-16 18:25:23.133525 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (186.668294ms) to execute
