-- Logs begin at Fri 2020-01-31 20:55:11 UTC, end at Sun 2020-02-02 06:25:16 UTC. --
Feb 02 06:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:44.817873 W | etcdserver: request "header:<ID:14919139277751976550 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-7b2pv.15ef808bf4532e85\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-7b2pv.15ef808bf4532e85\" value_size:363 lease:5695767240897199490 >> failure:<>>" with result "size:20" took too long (367.813249ms) to execute
Feb 02 06:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:44.818049 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-telemetry-57658695c8-w97s4.15ef8079263b0f31\" " with result "range_response_count:1 size:609" took too long (1.09295249s) to execute
Feb 02 06:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:44.823312 W | etcdserver: failed to revoke 4f0b6e20ccfc0112 ("lease not found")
Feb 02 06:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:44.823599 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7b2pv\" " with result "range_response_count:1 size:3784" took too long (631.361237ms) to execute
Feb 02 06:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:44.823834 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (548.223519ms) to execute
Feb 02 06:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:44.823964 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (494.144182ms) to execute
Feb 02 06:02:44 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:44.824077 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (497.350473ms) to execute
Feb 02 06:02:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:47.216217 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-sk9ml.15ef80778057db7d\" " with result "range_response_count:1 size:573" took too long (291.960875ms) to execute
Feb 02 06:02:47 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:47.216296 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:1 size:4174" took too long (254.024811ms) to execute
Feb 02 06:02:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:49.490025 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (267.304983ms) to execute
Feb 02 06:02:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:49.490217 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-sk9ml.15ef80778057db7d\" " with result "range_response_count:1 size:573" took too long (166.68856ms) to execute
Feb 02 06:02:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:50.644123 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5098" took too long (269.653684ms) to execute
Feb 02 06:02:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 06:02:51.472085 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (179.123717ms) to execute
