-- Logs begin at Tue 2019-10-29 00:05:09 UTC, end at Fri 2019-11-01 19:16:14 UTC. --
Nov 01 18:53:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:40.887828 W | wal: sync duration of 1.145731456s, expected less than 1s
Nov 01 18:53:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:40.890789 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/handlers\" range_end:\"/registry/config.istio.io/handlert\" count_only:true " with result "range_response_count:0 size:9" took too long (526.48744ms) to execute
Nov 01 18:53:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:40.890843 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (248.06694ms) to execute
Nov 01 18:53:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:40.890874 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (988.807729ms) to execute
Nov 01 18:53:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:40.891069 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (631.05082ms) to execute
Nov 01 18:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:44.923003 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (215.297371ms) to execute
Nov 01 18:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:44.923304 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (571.835739ms) to execute
Nov 01 18:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:44.923561 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/kubernetes\" " with result "range_response_count:1 size:294" took too long (571.550796ms) to execute
Nov 01 18:53:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:44.923954 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (462.224281ms) to execute
Nov 01 18:53:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:45.216861 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1078" took too long (270.573378ms) to execute
Nov 01 18:53:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:45.218201 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6185" took too long (266.61281ms) to execute
Nov 01 18:53:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:46.731383 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:8051" took too long (244.54859ms) to execute
Nov 01 18:53:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:46.738911 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (213.167129ms) to execute
Nov 01 18:53:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:48.206138 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotas\" range_end:\"/registry/config.istio.io/quotat\" count_only:true " with result "range_response_count:0 size:7" took too long (633.077291ms) to execute
Nov 01 18:53:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:48.206273 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/httpapispecbindings\" range_end:\"/registry/config.istio.io/httpapispecbindingt\" count_only:true " with result "range_response_count:0 size:7" took too long (607.048375ms) to execute
Nov 01 18:53:48 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:48.206352 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (539.602985ms) to execute
Nov 01 18:53:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:49.912779 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (488.326016ms) to execute
Nov 01 18:53:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:58.156364 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-kube-state-metrics-token-52n8d\" " with result "range_response_count:1 size:2504" took too long (110.635415ms) to execute
Nov 01 18:53:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:58.156631 W | etcdserver: read-only range request "key:\"/registry/events/default/backend.15d31ea96cf634a9\" " with result "range_response_count:1 size:498" took too long (204.085474ms) to execute
Nov 01 18:53:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:53:58.156829 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (204.572839ms) to execute
Nov 01 18:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:11.079852 W | etcdserver: request "header:<ID:14919139277657550087 > lease_revoke:<id:4f0b6e20c75b2c84>" with result "size:29" took too long (295.007359ms) to execute
Nov 01 18:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:11.080024 W | etcdserver: failed to revoke 4f0b6e20c75b2c84 ("lease not found")
Nov 01 18:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:11.080126 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (672.587906ms) to execute
Nov 01 18:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:11.080321 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (427.653779ms) to execute
Nov 01 18:54:11 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:11.080626 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (110.718028ms) to execute
Nov 01 18:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:18.998045 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (470.949528ms) to execute
Nov 01 18:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:18.998151 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (729.332003ms) to execute
Nov 01 18:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:18.998180 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (729.282578ms) to execute
Nov 01 18:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:18.998291 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (728.950479ms) to execute
Nov 01 18:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:18.998405 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "range_response_count:1 size:653" took too long (729.015916ms) to execute
Nov 01 18:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:18.998438 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (194.542745ms) to execute
Nov 01 18:54:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:18.998463 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (728.395513ms) to execute
Nov 01 18:54:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 18:54:20.632705 W | wal: sync duration of 1.141712848s, expected less than 1s
