-- Logs begin at Mon 2019-09-30 01:47:58 UTC, end at Tue 2019-10-01 19:40:00 UTC. --
Oct 01 19:17:43 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:17:43.066244 W | etcdserver: request "header:<ID:14919135698849057221 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-6t2h8.15c99bf3eaf3e788\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-6t2h8.15c99bf3eaf3e788\" value_size:465 lease:5695763661994280462 >> failure:<>>" with result "size:20" took too long (150.46093ms) to execute
Oct 01 19:18:14 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:18:14.287664 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (390.040974ms) to execute
Oct 01 19:18:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:18:22.510245 I | mvcc: store.index: compact 31265163
Oct 01 19:18:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:18:22.516409 I | mvcc: finished scheduled compaction at 31265163 (took 4.407864ms)
Oct 01 19:18:39 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:18:39.308922 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (293.726023ms) to execute
Oct 01 19:19:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:19:09.423994 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (409.47658ms) to execute
Oct 01 19:19:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:19:09.425333 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:5961" took too long (184.314904ms) to execute
Oct 01 19:19:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:19:09.803893 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (112.805531ms) to execute
Oct 01 19:19:09 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:19:09.804088 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (231.174104ms) to execute
Oct 01 19:19:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:19:32.242449 W | etcdserver: request "header:<ID:14919135698849058623 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jx76v\" mod_revision:31266909 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jx76v\" value_size:2644 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jx76v\" > >>" with result "size:20" took too long (137.647452ms) to execute
Oct 01 19:19:32 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 19:19:32.242821 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (139.665571ms) to execute
