-- Logs begin at Sun 2019-09-29 19:03:45 UTC, end at Tue 2019-10-01 16:01:59 UTC. --
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.179019 W | etcdserver: request "header:<ID:14919135698848918351 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-hrmsq\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-hrmsq\" value_size:976 >> failure:<>>" with result "size:20" took too long (119.101576ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.179731 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (126.265116ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.200985 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (104.494475ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.201230 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (105.607037ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.201407 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nb5jl\" " with result "range_response_count:1 size:1121" took too long (130.252729ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.201667 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (141.206159ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.201778 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (142.424043ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.203530 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (149.159829ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.421114 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fgrhv\" " with result "range_response_count:1 size:1121" took too long (152.766673ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.421483 W | etcdserver: request "header:<ID:14919135698848918395 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15c9901e53e11e75\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15c9901e53e11e75\" value_size:354 lease:5695763661994142582 >> failure:<>>" with result "size:20" took too long (140.009913ms) to execute
Oct 01 15:40:05 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 15:40:05.640578 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5hwtg\" " with result "range_response_count:1 size:1121" took too long (132.574574ms) to execute
