-- Logs begin at Sat 2020-02-01 17:18:38 UTC, end at Mon 2020-02-03 06:26:43 UTC. --
Feb 03 06:03:39 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:03:39.489224 W | etcdserver: request "header:<ID:14919139277752932882 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-galley-56c4cc5dc6-zq9hv.15efcdb05db4ad32\" mod_revision:53595847 > success:<request_delete_range:<key:\"/registry/events/istio-system/istio-galley-56c4cc5dc6-zq9hv.15efcdb05db4ad32\" > > failure:<request_range:<key:\"/registry/events/istio-system/istio-galley-56c4cc5dc6-zq9hv.15efcdb05db4ad32\" > >>" with result "size:22" took too long (102.453551ms) to execute
Feb 03 06:03:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:03:59.594351 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7d2gz\" " with result "range_response_count:1 size:1118" took too long (160.035468ms) to execute
Feb 03 06:03:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:03:59.596713 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-44h8b\" " with result "range_response_count:1 size:1121" took too long (141.7086ms) to execute
Feb 03 06:03:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:03:59.596966 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fvwnb\" " with result "range_response_count:1 size:1121" took too long (143.424758ms) to execute
Feb 03 06:03:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:03:59.597294 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (147.994069ms) to execute
Feb 03 06:04:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:04:57.030015 I | mvcc: store.index: compact 53600782
Feb 03 06:04:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:04:57.041391 I | mvcc: finished scheduled compaction at 53600782 (took 8.938438ms)
Feb 03 06:06:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:06:14.788425 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15efcf3962b91b5e\" " with result "range_response_count:1 size:485" took too long (129.710715ms) to execute
Feb 03 06:06:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:06:14.822634 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-68mpz\" " with result "range_response_count:1 size:1121" took too long (152.721464ms) to execute
Feb 03 06:06:14 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:06:14.824993 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kcqnw\" " with result "range_response_count:1 size:1121" took too long (159.524445ms) to execute
Feb 03 06:06:15 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 06:06:15.018290 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15efcf3962b91b5e\" " with result "range_response_count:1 size:485" took too long (180.594491ms) to execute
