-- Logs begin at Thu 2019-12-19 23:09:25 UTC, end at Sat 2019-12-21 09:47:21 UTC. --
Dec 21 09:26:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:26:26.727380 I | mvcc: store.index: compact 45507306
Dec 21 09:26:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:26:26.733069 I | mvcc: finished scheduled compaction at 45507306 (took 4.497727ms)
Dec 21 09:26:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:26:37.754011 W | etcdserver: request "header:<ID:14919139277709319958 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-f7jfz\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-f7jfz\" value_size:2578 >> failure:<>>" with result "size:20" took too long (133.016676ms) to execute
Dec 21 09:26:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:26:37.769071 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (111.018309ms) to execute
Dec 21 09:26:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:26:37.800505 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" limit:500 " with result "range_response_count:6 size:28594" took too long (137.912992ms) to execute
Dec 21 09:26:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:26:37.968144 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (114.425761ms) to execute
Dec 21 09:26:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:26:37.968270 W | etcdserver: request "header:<ID:14919139277709319974 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:45509133 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (113.405564ms) to execute
Dec 21 09:27:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:37.711452 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (155.975943ms) to execute
Dec 21 09:27:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:37.711992 W | etcdserver: request "header:<ID:14919139277709320578 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-ingressgateway\" mod_revision:45509262 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" value_size:6115 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (133.507081ms) to execute
Dec 21 09:27:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:37.730472 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (174.124472ms) to execute
Dec 21 09:27:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:37.960426 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (162.231512ms) to execute
Dec 21 09:27:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:37.992550 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (179.808385ms) to execute
Dec 21 09:27:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:37.992582 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-nhlbw\" " with result "range_response_count:1 size:2738" took too long (155.64339ms) to execute
Dec 21 09:27:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:37.992670 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (154.560297ms) to execute
Dec 21 09:27:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:38.179763 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (120.978029ms) to execute
Dec 21 09:27:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 09:27:45.657907 W | etcdserver: request "header:<ID:14919139277709320716 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-tfnlm\" mod_revision:45509321 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-tfnlm\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-tfnlm\" > >>" with result "size:20" took too long (105.861979ms) to execute
