-- Logs begin at Fri 2020-01-31 04:28:31 UTC, end at Sat 2020-02-01 18:24:53 UTC. --
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.254883 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/virtualservices.networking.istio.io\" " with result "range_response_count:1 size:3866" took too long (130.879664ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.268699 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/serviceentries.networking.istio.io\" " with result "range_response_count:1 size:4188" took too long (142.153019ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.511526 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/policies.authentication.istio.io\" " with result "range_response_count:1 size:2405" took too long (178.689156ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.514199 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs/\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigs0\" " with result "range_response_count:0 size:7" took too long (161.681041ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.526821 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/gateways.networking.istio.io\" " with result "range_response_count:1 size:2621" took too long (163.504749ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.526983 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (101.852291ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.527139 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/envoyfilters.networking.istio.io\" " with result "range_response_count:1 size:2613" took too long (163.593863ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.739267 W | etcdserver: request "header:<ID:14919139277751494103 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/gateways.networking.istio.io\" mod_revision:53242522 > success:<request_delete_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/gateways.networking.istio.io\" > > failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/gateways.networking.istio.io\" > >>" with result "size:22" took too long (122.119675ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.740170 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/meshpolicies/default\" " with result "range_response_count:1 size:807" took too long (135.820177ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.740871 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" " with result "range_response_count:1 size:2395" took too long (132.343007ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.741710 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/policies/istio-system/grafana-ports-mtls-disabled\" " with result "range_response_count:1 size:937" took too long (135.36384ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.741984 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/clusterrbacconfigs.rbac.istio.io\" " with result "range_response_count:1 size:2641" took too long (135.741181ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.989032 W | etcdserver: request "header:<ID:14919139277751494123 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" mod_revision:53242546 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" value_size:2621 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" > >>" with result "size:20" took too long (149.067053ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.989208 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecbindings.config.istio.io\" " with result "range_response_count:1 size:2673" took too long (163.722162ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.990018 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecs.config.istio.io\" " with result "range_response_count:1 size:2367" took too long (159.346602ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.990300 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/httpapispecs.config.istio.io\" " with result "range_response_count:1 size:2575" took too long (162.323676ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.990598 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/policies.authentication.istio.io\" " with result "range_response_count:1 size:2585" took too long (164.456365ms) to execute
Feb 01 18:02:16 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:16.994363 W | etcdserver: read-only range request "key:\"/registry/authentication.istio.io/meshpolicies/\" range_end:\"/registry/authentication.istio.io/meshpolicies0\" " with result "range_response_count:0 size:7" took too long (180.311106ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.226760 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/quotaspecs/\" range_end:\"/registry/config.istio.io/quotaspecs0\" " with result "range_response_count:0 size:7" took too long (156.993648ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.226987 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/solarwindses\" range_end:\"/registry/config.istio.io/solarwindset\" count_only:true " with result "range_response_count:0 size:7" took too long (153.276772ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.227053 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/meshpolicies.authentication.istio.io\" " with result "range_response_count:1 size:2667" took too long (141.532814ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.227140 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/rules/\" range_end:\"/registry/config.istio.io/rules0\" " with result "range_response_count:0 size:7" took too long (141.788344ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.227356 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/attributemanifests.config.istio.io\" " with result "range_response_count:1 size:2565" took too long (136.048924ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.227485 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecbindings.config.istio.io\" " with result "range_response_count:1 size:2645" took too long (157.332941ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.460128 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rules.config.istio.io\" " with result "range_response_count:1 size:2563" took too long (134.98702ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.497130 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotaspecs.config.istio.io\" " with result "range_response_count:1 size:2547" took too long (171.965215ms) to execute
Feb 01 18:02:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 18:02:17.497587 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/attributemanifests.config.istio.io\" " with result "range_response_count:1 size:2745" took too long (165.48469ms) to execute
