-- Logs begin at Thu 2019-12-19 23:09:25 UTC, end at Sat 2019-12-21 08:56:28 UTC. --
Dec 21 08:35:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:44.804606 W | etcdserver: request "header:<ID:14919139277709283725 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-x4rmw.15e255f857e18b64\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-x4rmw.15e255f857e18b64\" value_size:444 lease:5695767240854507735 >> failure:<>>" with result "size:20" took too long (145.092298ms) to execute
Dec 21 08:35:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:44.825328 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (164.061161ms) to execute
Dec 21 08:35:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:44.858299 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-x4rmw\" " with result "range_response_count:1 size:2738" took too long (189.689865ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.084923 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (244.330062ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.084970 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (247.894836ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.085146 W | etcdserver: request "header:<ID:14919139277709283739 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-c2q8z.15e255f864bbb4c5\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-c2q8z.15e255f864bbb4c5\" value_size:444 lease:5695767240854507735 >> failure:<>>" with result "size:20" took too long (144.514994ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.101051 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (233.516291ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.128532 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-jk2vt.15e255ee1984a32b\" " with result "range_response_count:1 size:591" took too long (133.214516ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.128719 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jk2vt\" " with result "range_response_count:1 size:4029" took too long (134.000047ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.335008 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/heapster\" " with result "range_response_count:0 size:7" took too long (152.709715ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.374119 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (189.569175ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.374202 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-c2q8z\" " with result "range_response_count:1 size:2738" took too long (143.973868ms) to execute
Dec 21 08:35:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:35:45.374393 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (182.569203ms) to execute
Dec 21 08:36:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:00.129879 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (124.97657ms) to execute
Dec 21 08:36:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:00.164976 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (154.519695ms) to execute
Dec 21 08:36:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:00.165488 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4297" took too long (139.00737ms) to execute
Dec 21 08:36:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:00.368507 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (143.746187ms) to execute
Dec 21 08:36:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:00.368636 W | etcdserver: request "header:<ID:14919139277709284018 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:45499799 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (133.23662ms) to execute
Dec 21 08:36:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:00.383632 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-x8lts\" " with result "range_response_count:1 size:2738" took too long (156.748199ms) to execute
Dec 21 08:36:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:00.383745 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (157.58729ms) to execute
Dec 21 08:36:00 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:00.383912 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (157.777105ms) to execute
Dec 21 08:36:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:26.475206 I | mvcc: store.index: compact 45498002
Dec 21 08:36:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:26.477271 W | etcdserver: request "header:<ID:14919139277709284410 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:45498002 > " with result "size:7" took too long (101.686173ms) to execute
Dec 21 08:36:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:26.483516 I | mvcc: finished scheduled compaction at 45498002 (took 5.703029ms)
Dec 21 08:36:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:45.649231 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4297" took too long (612.421127ms) to execute
Dec 21 08:36:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:45.654017 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (362.32813ms) to execute
Dec 21 08:36:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:36:45.654115 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (299.936795ms) to execute
Dec 21 08:37:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:37:21.614211 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-jk2vt\" " with result "range_response_count:1 size:4140" took too long (1.564198567s) to execute
Dec 21 08:37:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:37:21.614273 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.053757798s) to execute
Dec 21 08:37:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:37:21.614305 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (880.093497ms) to execute
Dec 21 08:37:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:37:21.614434 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:3990" took too long (1.47672283s) to execute
Dec 21 08:37:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 08:37:46.181679 W | etcdserver: read-only range request "key:\"/registry/networking.istio.io/sidecars\" range_end:\"/registry/networking.istio.io/sidecart\" count_only:true " with result "range_response_count:0 size:7" took too long (101.548427ms) to execute
