-- Logs begin at Mon 2019-11-04 19:08:25 UTC, end at Fri 2019-11-08 01:41:33 UTC. --
Nov 08 01:22:13 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:22:12.999015 W | etcdserver: request "header:<ID:14919139277663289331 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/istio-system/istio-pilot\" mod_revision:36913952 > success:<request_put:<key:\"/registry/services/endpoints/istio-system/istio-pilot\" value_size:453 >> failure:<request_range:<key:\"/registry/services/endpoints/istio-system/istio-pilot\" > >>" with result "size:20" took too long (132.349491ms) to execute
Nov 08 01:23:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:23:46.964247 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (158.626591ms) to execute
Nov 08 01:23:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:23:55.117712 I | mvcc: store.index: compact 36914289
Nov 08 01:23:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:23:55.127010 I | mvcc: finished scheduled compaction at 36914289 (took 7.872245ms)
Nov 08 01:23:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:23:55.590938 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (359.371497ms) to execute
Nov 08 01:23:55 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:23:55.591109 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (155.369142ms) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.788711 W | wal: sync duration of 1.272804418s, expected less than 1s
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.791393 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-q8fhp\" " with result "range_response_count:1 size:2946" took too long (2.299008178s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.791462 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4172" took too long (2.308221984s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.791689 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (2.30854186s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.791772 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:5352" took too long (1.904438543s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.791935 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (1.354884275s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.791961 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4755" took too long (1.366095758s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.792787 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (2.307347769s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.794720 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/statsds\" range_end:\"/registry/config.istio.io/statsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.980610334s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.794885 W | etcdserver: request "header:<ID:14919139277663290818 > lease_revoke:<id:4f0b6e20c7b2c50a>" with result "size:29" took too long (1.278912024s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.795221 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (1.270369233s) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.795249 W | etcdserver: failed to revoke 4f0b6e20c7b2c50a ("lease not found")
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.795470 W | etcdserver: failed to revoke 4f0b6e20c7b2c50a ("lease not found")
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.799386 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.batch\" " with result "range_response_count:1 size:622" took too long (537.744801ms) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.799594 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.storage.k8s.io\" " with result "range_response_count:1 size:635" took too long (537.962869ms) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.799810 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.extensions\" " with result "range_response_count:1 size:637" took too long (538.191819ms) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.800006 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (538.380999ms) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.800340 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha1.rbac.istio.io\" " with result "range_response_count:1 size:653" took too long (538.730708ms) to execute
Nov 08 01:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-08 01:24:26.800563 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hl9mx\" " with result "range_response_count:1 size:4261" took too long (674.597786ms) to execute
