-- Logs begin at Fri 2019-11-08 11:29:00 UTC, end at Sun 2019-11-10 20:19:22 UTC. --
Nov 10 19:57:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:19.666850 W | wal: sync duration of 1.417588812s, expected less than 1s
Nov 10 19:57:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:19.670219 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1154" took too long (1.410349066s) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.040265 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (1.408669689s) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.040362 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4146" took too long (1.177619614s) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.040410 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.202650959s) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.040649 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-rzd42\" " with result "range_response_count:1 size:3100" took too long (771.798262ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.040684 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.242271209s) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.040835 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (848.290437ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.040898 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4273" took too long (618.88903ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.041030 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.379133971s) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.041216 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/istio-mixer-service-account-token-52bmq\" " with result "range_response_count:1 size:2433" took too long (1.417015327s) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.041409 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (1.78106197s) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.041456 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (115.497765ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.041603 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (849.760646ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.205986 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:131" took too long (156.097941ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.206037 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-rzd42\" " with result "range_response_count:1 size:3100" took too long (152.799126ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.206500 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:29658" took too long (155.466268ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.206656 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (157.008487ms) to execute
Nov 10 19:57:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:20.207584 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (152.523777ms) to execute
Nov 10 19:57:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 19:57:46.769016 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kubernetes-dashboard-token-lvfxb\" " with result "range_response_count:1 size:2374" took too long (1.266917699s) to execute
