-- Logs begin at Sat 2020-02-01 01:29:37 UTC, end at Sun 2020-02-02 13:52:40 UTC. --
Feb 02 13:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:49.031869 W | etcdserver: request "header:<ID:14919139277752266504 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-vjb6f.15ef98f8de596fb7\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-vjb6f.15ef98f8de596fb7\" value_size:392 lease:5695767240897490680 >> failure:<>>" with result "size:20" took too long (129.574651ms) to execute
Feb 02 13:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:49.033357 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (146.781655ms) to execute
Feb 02 13:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:49.033493 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (146.43991ms) to execute
Feb 02 13:29:49 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:49.033631 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vjb6f\" " with result "range_response_count:1 size:1121" took too long (139.760701ms) to execute
Feb 02 13:29:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:50.743257 I | mvcc: store.index: compact 53438717
Feb 02 13:29:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:50.747857 I | mvcc: finished scheduled compaction at 53438717 (took 3.521779ms)
Feb 02 13:29:51 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:51.880200 I | etcdserver: start to snapshot (applied: 58887410, lastsnap: 58877409)
Feb 02 13:29:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:52.077733 I | etcdserver: saved snapshot at index 58887410
Feb 02 13:29:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:52.078274 I | etcdserver: compacted raft log at 58882410
Feb 02 13:29:59 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:29:59.767849 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-000000000381c99d.snap successfully
Feb 02 13:30:17 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:30:17.460350 W | etcdserver: request "header:<ID:14919139277752266783 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:53439361 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (114.02537ms) to execute
Feb 02 13:34:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:34:50.757085 I | mvcc: store.index: compact 53439318
Feb 02 13:34:50 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:34:50.762021 I | mvcc: finished scheduled compaction at 53439318 (took 3.752804ms)
Feb 02 13:36:04 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 13:36:04.992796 W | etcdserver: request "header:<ID:14919139277752269732 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-45tp8\" mod_revision:53440160 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-45tp8\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-45tp8\" > >>" with result "size:20" took too long (126.724994ms) to execute
