-- Logs begin at Fri 2019-12-20 16:35:16 UTC, end at Sun 2019-12-22 04:02:03 UTC. --
Dec 22 03:36:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:36:41.089979 I | mvcc: store.index: compact 45701012
Dec 22 03:36:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:36:41.100409 I | mvcc: finished scheduled compaction at 45701012 (took 8.61148ms)
Dec 22 03:36:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:36:41.789558 W | etcdserver: request "header:<ID:14919139277710059954 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-nlqhp.15e29436d0cf018a\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-nlqhp.15e29436d0cf018a\" value_size:466 lease:5695767240855283432 >> failure:<>>" with result "size:20" took too long (474.849639ms) to execute
Dec 22 03:36:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:36:41.789792 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-5q7wh.15e29435079efd1d\" " with result "range_response_count:1 size:520" took too long (439.084863ms) to execute
Dec 22 03:36:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:36:41.792469 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-thlsn\" " with result "range_response_count:1 size:4170" took too long (367.036047ms) to execute
Dec 22 03:36:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:36:41.792667 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (117.625968ms) to execute
Dec 22 03:36:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:36:41.792812 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4ljvf\" " with result "range_response_count:1 size:3579" took too long (253.054509ms) to execute
Dec 22 03:36:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:36:42.014858 W | etcdserver: request "header:<ID:14919139277710059975 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:45701784 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:2174 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (124.495956ms) to execute
Dec 22 03:37:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:37:24.140300 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (118.551789ms) to execute
Dec 22 03:38:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:38:33.169019 W | etcdserver: request "header:<ID:14919139277710061346 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15e2943942f78521\" mod_revision:45702277 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15e2943942f78521\" value_size:386 lease:5695767240855285481 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15e2943942f78521\" > >>" with result "size:20" took too long (131.46838ms) to execute
Dec 22 03:38:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:38:33.169909 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (133.254002ms) to execute
Dec 22 03:38:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 03:38:39.834006 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:6199" took too long (163.620196ms) to execute
