-- Logs begin at Thu 2019-10-31 22:09:41 UTC, end at Sun 2019-11-03 20:50:19 UTC. --
Nov 03 20:28:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:28:43.384523 W | etcdserver: request "header:<ID:14919139277659499125 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:35939975 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5280 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (1.270611178s) to execute
Nov 03 20:28:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:28:43.384988 W | wal: sync duration of 1.271282324s, expected less than 1s
Nov 03 20:28:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:28:43.385252 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.139803865s) to execute
Nov 03 20:28:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:28:43.389191 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (459.297106ms) to execute
Nov 03 20:28:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:28:43.389663 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (383.057748ms) to execute
Nov 03 20:29:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:29:28.828450 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hzt9r\" " with result "range_response_count:1 size:1118" took too long (148.830141ms) to execute
Nov 03 20:29:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:29:28.829002 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-687cf\" " with result "range_response_count:1 size:1121" took too long (156.129448ms) to execute
Nov 03 20:29:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:29:28.829110 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-nshcp\" " with result "range_response_count:1 size:1121" took too long (141.217395ms) to execute
Nov 03 20:29:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:29:28.832557 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d3c0f3d2136d4f\" " with result "range_response_count:1 size:485" took too long (137.979918ms) to execute
Nov 03 20:29:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:29:28.832910 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (136.855949ms) to execute
Nov 03 20:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:31:50.114013 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (939.135365ms) to execute
Nov 03 20:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:31:50.114178 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (1.149538948s) to execute
Nov 03 20:31:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:31:50.114283 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.301821376s) to execute
Nov 03 20:32:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:32:08.160501 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-hzt9r.15d3c10f31728567\" " with result "range_response_count:1 size:558" took too long (105.486605ms) to execute
Nov 03 20:32:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:32:08.160648 W | etcdserver: read-only range request "key:\"/registry/deployments/default/backend\" " with result "range_response_count:1 size:1897" took too long (120.259431ms) to execute
Nov 03 20:32:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:32:19.608829 I | mvcc: store.index: compact 35939623
Nov 03 20:32:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:32:19.618500 I | mvcc: finished scheduled compaction at 35939623 (took 8.02792ms)
Nov 03 20:32:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:32:20.134603 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (130.718736ms) to execute
Nov 03 20:37:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:37:19.719037 I | mvcc: store.index: compact 35940639
Nov 03 20:37:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:37:19.720548 W | etcdserver: request "header:<ID:14919139277659504060 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:35940639 > " with result "size:7" took too long (104.375218ms) to execute
Nov 03 20:37:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:37:19.728016 I | mvcc: finished scheduled compaction at 35940639 (took 7.206869ms)
Nov 03 20:37:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:37:20.051342 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (243.844195ms) to execute
Nov 03 20:38:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:38:45.940453 I | etcdserver: start to snapshot (applied: 39674901, lastsnap: 39664900)
Nov 03 20:38:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:38:46.004646 I | etcdserver: saved snapshot at index 39674901
Nov 03 20:38:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:38:46.004955 I | etcdserver: compacted raft log at 39669901
Nov 03 20:39:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:39:06.658552 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-00000000025ca0c0.snap successfully
Nov 03 20:42:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:42:19.732676 I | mvcc: store.index: compact 35941502
Nov 03 20:42:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:42:19.742335 I | mvcc: finished scheduled compaction at 35941502 (took 7.064542ms)
Nov 03 20:42:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:42:19.971059 W | etcdserver: request "header:<ID:14919139277659506857 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:35942284 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:3955 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (131.421973ms) to execute
Nov 03 20:46:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:46:12.174295 N | compactor: Starting auto-compaction at revision 35860865
Nov 03 20:46:12 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:46:12.174674 N | compactor: Finished auto-compaction at revision 35860865
Nov 03 20:47:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:47:19.754368 I | mvcc: store.index: compact 35942316
Nov 03 20:47:19 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-03 20:47:19.760890 I | mvcc: finished scheduled compaction at 35942316 (took 4.680002ms)
