-- Logs begin at Thu 2019-12-19 16:58:51 UTC, end at Sat 2019-12-21 04:48:39 UTC. --
Dec 21 04:26:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:26:24.236315 I | mvcc: store.index: compact 45458486
Dec 21 04:26:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:26:24.241621 I | mvcc: finished scheduled compaction at 45458486 (took 4.072131ms)
Dec 21 04:26:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:26:24.435751 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (158.969543ms) to execute
Dec 21 04:28:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:28:24.307190 W | etcdserver: request "header:<ID:14919139277709133147 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-telemetry-57658695c8\" mod_revision:45459849 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-telemetry-57658695c8\" value_size:2633 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-telemetry-57658695c8\" > >>" with result "size:20" took too long (121.429306ms) to execute
Dec 21 04:28:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:28:24.307559 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (129.731844ms) to execute
Dec 21 04:28:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:28:24.307911 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (128.811061ms) to execute
Dec 21 04:28:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:28:24.308290 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-telemetry-57658695c8-xh25d\" " with result "range_response_count:1 size:3455" took too long (111.616131ms) to execute
Dec 21 04:29:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:29:24.651381 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-pilot\" " with result "range_response_count:1 size:771" took too long (134.344245ms) to execute
Dec 21 04:29:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:29:24.651555 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" " with result "range_response_count:1 size:2549" took too long (124.816149ms) to execute
Dec 21 04:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:29:43.749042 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-k86ds\" " with result "range_response_count:1 size:3411" took too long (147.839463ms) to execute
Dec 21 04:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:29:43.749187 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (131.913942ms) to execute
Dec 21 04:30:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:30:24.396467 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (130.107871ms) to execute
Dec 21 04:30:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:30:24.432165 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (158.487378ms) to execute
Dec 21 04:30:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:30:24.432600 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" " with result "range_response_count:1 size:2624" took too long (159.939335ms) to execute
Dec 21 04:30:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:30:24.432715 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-egressgateway-54b4586c76-s5v4r\" " with result "range_response_count:1 size:3010" took too long (162.370554ms) to execute
Dec 21 04:30:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 04:30:24.433275 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (164.88224ms) to execute
