-- Logs begin at Fri 2019-12-20 13:04:45 UTC, end at Sun 2019-12-22 00:36:23 UTC. --
Dec 22 00:13:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:13:39.874840 W | etcdserver: request "header:<ID:14919139277709913439 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-f6wq2\" mod_revision:45663732 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-f6wq2\" value_size:3677 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-f6wq2\" > >>" with result "size:20" took too long (121.269835ms) to execute
Dec 22 00:13:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:13:39.889386 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (120.597404ms) to execute
Dec 22 00:13:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:13:39.916074 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (120.87005ms) to execute
Dec 22 00:13:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:13:41.033510 W | etcdserver: request "header:<ID:14919139277709913495 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-8b8gm.15e289248c07c00c\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-8b8gm.15e289248c07c00c\" value_size:415 lease:5695767240855137480 >> failure:<>>" with result "size:20" took too long (102.512971ms) to execute
Dec 22 00:15:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:15:37.265050 W | etcdserver: request "header:<ID:14919139277709914813 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:45664138 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (133.045799ms) to execute
Dec 22 00:15:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:15:37.266787 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15e289265ddc1386\" " with result "range_response_count:1 size:485" took too long (151.544026ms) to execute
Dec 22 00:15:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:15:37.284801 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pv7xk\" " with result "range_response_count:1 size:2946" took too long (169.4848ms) to execute
Dec 22 00:15:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:15:37.284872 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-mbnqb\" " with result "range_response_count:1 size:2946" took too long (119.217065ms) to execute
Dec 22 00:16:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:20.341142 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" " with result "range_response_count:1 size:2549" took too long (153.279072ms) to execute
Dec 22 00:16:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:20.341259 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-wwv84\" " with result "range_response_count:1 size:3255" took too long (153.288856ms) to execute
Dec 22 00:16:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:20.341740 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (102.546488ms) to execute
Dec 22 00:16:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:37.166765 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15e289265ddc1386\" " with result "range_response_count:1 size:485" took too long (102.994758ms) to execute
Dec 22 00:16:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:37.402499 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-c9bgz\" " with result "range_response_count:1 size:2946" took too long (160.258193ms) to execute
Dec 22 00:16:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:37.402866 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9l98x\" " with result "range_response_count:1 size:2946" took too long (158.767354ms) to execute
Dec 22 00:16:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:37.403140 W | etcdserver: request "header:<ID:14919139277709915650 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15e289265ddc1386\" mod_revision:45664380 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15e289265ddc1386\" value_size:386 lease:5695767240855139812 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15e289265ddc1386\" > >>" with result "size:20" took too long (133.565185ms) to execute
Dec 22 00:16:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:39.722102 I | mvcc: store.index: compact 45663132
Dec 22 00:16:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:39.730447 I | mvcc: finished scheduled compaction at 45663132 (took 6.37085ms)
Dec 22 00:16:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-22 00:16:40.134178 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9l98x\" " with result "range_response_count:1 size:3580" took too long (325.431637ms) to execute
