-- Logs begin at Wed 2019-12-18 10:00:07 UTC, end at Thu 2019-12-19 18:02:33 UTC. --
Dec 19 17:40:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:40:56.607805 I | mvcc: store.index: compact 45089488
Dec 19 17:40:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:40:56.616498 I | mvcc: finished scheduled compaction at 45089488 (took 7.085895ms)
Dec 19 17:41:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:41:44.972385 W | etcdserver: request "header:<ID:14919139277707697995 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:45091403 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (143.317241ms) to execute
Dec 19 17:41:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:41:44.972839 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (142.770323ms) to execute
Dec 19 17:41:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:41:45.003496 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (160.880728ms) to execute
Dec 19 17:42:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:45.038739 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (181.033574ms) to execute
Dec 19 17:42:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:45.038834 W | etcdserver: request "header:<ID:14919139277707698748 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" mod_revision:45091597 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" value_size:2647 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" > >>" with result "size:20" took too long (144.775081ms) to execute
Dec 19 17:42:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:45.055255 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (179.479908ms) to execute
Dec 19 17:42:45 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:45.058398 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-lfb8s\" " with result "range_response_count:1 size:2738" took too long (155.986787ms) to execute
Dec 19 17:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:58.014512 W | etcdserver: read-only range request "key:\"/registry/persistentvolumeclaims\" range_end:\"/registry/persistentvolumeclaimt\" count_only:true " with result "range_response_count:0 size:7" took too long (1.417042694s) to execute
Dec 19 17:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:58.014563 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (948.643863ms) to execute
Dec 19 17:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:58.014651 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (1.021364894s) to execute
Dec 19 17:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:58.014879 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheuses\" range_end:\"/registry/monitoring.coreos.com/prometheuset\" count_only:true " with result "range_response_count:0 size:9" took too long (1.141320962s) to execute
Dec 19 17:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:58.016260 W | etcdserver: request "header:<ID:14919139277707698957 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:45091628 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:4548 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (819.258659ms) to execute
Dec 19 17:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:58.016447 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (675.874037ms) to execute
Dec 19 17:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:58.016587 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-1\" " with result "range_response_count:1 size:4620" took too long (229.817736ms) to execute
Dec 19 17:42:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 17:42:58.016658 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (540.983297ms) to execute
