-- Logs begin at Tue 2019-10-29 00:05:09 UTC, end at Fri 2019-11-01 18:00:42 UTC. --
Nov 01 17:40:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:40:37.550214 W | etcdserver: request "header:<ID:14919139277657504492 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-r8p4k\" mod_revision:35466090 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-r8p4k\" value_size:1425 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-r8p4k\" > >>" with result "size:20" took too long (125.33642ms) to execute
Nov 01 17:40:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:40:37.550332 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (140.841987ms) to execute
Nov 01 17:40:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:40:37.550671 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kwgsr\" " with result "range_response_count:1 size:1121" took too long (138.734887ms) to execute
Nov 01 17:40:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:40:46.320690 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (170.419704ms) to execute
Nov 01 17:40:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:40:46.320763 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (127.489487ms) to execute
Nov 01 17:41:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:41:35.937500 I | mvcc: store.index: compact 35465469
Nov 01 17:41:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:41:35.945231 I | mvcc: finished scheduled compaction at 35465469 (took 6.171898ms)
Nov 01 17:41:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:41:37.600248 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (154.557937ms) to execute
Nov 01 17:41:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:41:37.600407 W | etcdserver: request "header:<ID:14919139277657505073 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-cdnb5\" mod_revision:35466277 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-cdnb5\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-cdnb5\" > >>" with result "size:20" took too long (134.281243ms) to execute
Nov 01 17:41:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:41:37.615639 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d31aafd58a2864\" " with result "range_response_count:1 size:485" took too long (165.168293ms) to execute
Nov 01 17:41:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 17:41:37.615845 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-xr8lx\" " with result "range_response_count:1 size:1121" took too long (126.204407ms) to execute
