-- Logs begin at Sat 2019-11-02 08:56:48 UTC, end at Tue 2019-11-05 20:37:25 UTC. --
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.252741 W | wal: sync duration of 1.038072048s, expected less than 1s
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.255186 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:5971" took too long (759.076942ms) to execute
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.255235 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/dogstatsds\" range_end:\"/registry/config.istio.io/dogstatsdt\" count_only:true " with result "range_response_count:0 size:7" took too long (428.334118ms) to execute
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.255478 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (902.448037ms) to execute
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.255519 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/noops\" range_end:\"/registry/config.istio.io/noopt\" count_only:true " with result "range_response_count:0 size:7" took too long (264.836449ms) to execute
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.255693 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (692.562251ms) to execute
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.255813 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:1120" took too long (955.218694ms) to execute
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.256674 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (170.918014ms) to execute
Nov 05 20:15:22 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:15:22.256759 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (195.201749ms) to execute
Nov 05 20:16:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:16:08.497004 I | etcdserver: start to snapshot (applied: 40154955, lastsnap: 40144954)
Nov 05 20:16:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:16:08.569434 I | etcdserver: saved snapshot at index 40154955
Nov 05 20:16:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:16:08.569695 I | etcdserver: compacted raft log at 40149955
Nov 05 20:16:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:16:09.538733 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-000000000263f3f5.snap successfully
Nov 05 20:16:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:16:18.559036 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (209.901397ms) to execute
Nov 05 20:16:40 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-05 20:16:40.934966 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (142.195295ms) to execute
