-- Logs begin at Wed 2019-12-18 10:00:07 UTC, end at Thu 2019-12-19 22:08:25 UTC. --
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.699172 W | etcdserver: request "header:<ID:14919139277707851686 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15e1e3ee25159b0f\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15e1e3ee25159b0f\" value_size:354 lease:5695767240853075714 >> failure:<>>" with result "size:20" took too long (135.032043ms) to execute
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.699457 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-m8mvt\" " with result "range_response_count:1 size:1121" took too long (141.166117ms) to execute
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.699714 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6mcn8\" " with result "range_response_count:1 size:1121" took too long (145.718889ms) to execute
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.699810 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (152.779687ms) to execute
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.699894 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (156.817776ms) to execute
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.700079 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (150.182298ms) to execute
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.700389 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (154.356218ms) to execute
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.700578 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (153.761181ms) to execute
Dec 19 21:45:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:56.701046 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (171.165093ms) to execute
Dec 19 21:45:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:58.113640 I | mvcc: store.index: compact 45127723
Dec 19 21:45:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:58.121728 I | mvcc: finished scheduled compaction at 45127723 (took 6.03327ms)
Dec 19 21:45:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 21:45:58.290161 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (107.942567ms) to execute
