-- Logs begin at Mon 2019-10-07 20:18:05 UTC, end at Fri 2019-10-11 15:56:56 UTC. --
Oct 11 15:37:46 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:37:46.028959 I | mvcc: store.index: compact 32373431
Oct 11 15:37:46 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:37:46.035948 I | mvcc: finished scheduled compaction at 32373431 (took 4.74837ms)
Oct 11 15:39:23 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:39:23.629399 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/coredns-token-hmdjn\" " with result "range_response_count:1 size:2283" took too long (139.972534ms) to execute
Oct 11 15:39:23 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:39:23.629748 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (300.357652ms) to execute
Oct 11 15:39:25 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:39:25.070056 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1910" took too long (125.075053ms) to execute
Oct 11 15:39:46 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:39:46.117175 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (141.889376ms) to execute
Oct 11 15:39:53 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:39:53.794527 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (117.508274ms) to execute
Oct 11 15:39:54 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:39:54.198584 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (299.017208ms) to execute
Oct 11 15:40:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:40:59.663329 W | etcdserver: request "header:<ID:14919138748427765025 > lease_revoke:<id:4f0b6da58ecd845b>" with result "size:29" took too long (444.703116ms) to execute
Oct 11 15:40:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:40:59.663576 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (106.58855ms) to execute
Oct 11 15:40:59 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:40:59.663651 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (373.070729ms) to execute
Oct 11 15:41:25 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:41:25.429911 W | etcdserver: request "header:<ID:14919138748427765279 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:32376051 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (112.261773ms) to execute
Oct 11 15:41:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 15:41:37.626802 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (235.052329ms) to execute
