-- Logs begin at Mon 2019-12-16 06:00:50 UTC, end at Tue 2019-12-17 22:06:17 UTC. --
Dec 17 21:43:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:43:56.952144 W | etcdserver: request "header:<ID:14919139277705940226 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-pn4dg\" mod_revision:44644396 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-pn4dg\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-pn4dg\" > >>" with result "size:20" took too long (129.517644ms) to execute
Dec 17 21:44:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:44:26.569903 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (116.31209ms) to execute
Dec 17 21:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:44:49.710823 I | mvcc: store.index: compact 44643862
Dec 17 21:44:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:44:49.715532 I | mvcc: finished scheduled compaction at 44643862 (took 3.728274ms)
Dec 17 21:49:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:49:49.727207 I | mvcc: store.index: compact 44644520
Dec 17 21:49:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:49:49.732122 I | mvcc: finished scheduled compaction at 44644520 (took 3.832075ms)
Dec 17 21:50:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:50:57.762677 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (161.066093ms) to execute
Dec 17 21:50:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:50:57.763043 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (162.267329ms) to execute
Dec 17 21:50:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:50:57.763323 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (168.63951ms) to execute
Dec 17 21:50:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:50:57.766835 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pcpqb\" " with result "range_response_count:1 size:1121" took too long (156.277606ms) to execute
Dec 17 21:54:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:54:49.759530 I | mvcc: store.index: compact 44645390
Dec 17 21:54:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:54:49.766944 I | mvcc: finished scheduled compaction at 44645390 (took 6.232509ms)
Dec 17 21:55:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:55:43.044098 W | etcdserver: request "header:<ID:14919139277705947089 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:44646610 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:988 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (131.847672ms) to execute
Dec 17 21:55:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:55:43.044585 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:28154" took too long (132.982648ms) to execute
Dec 17 21:55:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:55:43.074808 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/podmonitors\" range_end:\"/registry/monitoring.coreos.com/podmonitort\" count_only:true " with result "range_response_count:0 size:7" took too long (110.805071ms) to execute
Dec 17 21:55:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:55:43.075585 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-bfqq4\" " with result "range_response_count:1 size:1121" took too long (147.549317ms) to execute
Dec 17 21:55:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:55:58.073054 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1066" took too long (131.729617ms) to execute
Dec 17 21:59:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:59:49.789011 I | mvcc: store.index: compact 44646423
Dec 17 21:59:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:59:49.797103 I | mvcc: finished scheduled compaction at 44646423 (took 6.936271ms)
Dec 17 21:59:50 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 21:59:50.015623 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (198.313077ms) to execute
Dec 17 22:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:00:43.557802 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-cqb6t\" " with result "range_response_count:1 size:1118" took too long (154.825111ms) to execute
Dec 17 22:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:00:43.557941 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (160.092123ms) to execute
Dec 17 22:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:00:43.558652 W | etcdserver: request "header:<ID:14919139277705950157 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15e1474d89455306\" mod_revision:44647615 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15e1474d89455306\" value_size:386 lease:5695767240851174283 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f.15e1474d89455306\" > >>" with result "size:20" took too long (126.210716ms) to execute
Dec 17 22:00:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:00:43.559312 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ffhr8\" " with result "range_response_count:1 size:1121" took too long (117.095155ms) to execute
Dec 17 22:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:02:06.427568 W | wal: sync duration of 1.763745952s, expected less than 1s
Dec 17 22:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:02:06.434761 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.778252425s) to execute
Dec 17 22:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:02:06.435074 W | etcdserver: request "header:<ID:14919139277705951121 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:44647962 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4355 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (1.771100647s) to execute
Dec 17 22:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:02:06.435244 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (466.335309ms) to execute
Dec 17 22:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:02:06.435266 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (470.02584ms) to execute
Dec 17 22:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:02:06.435380 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (619.355101ms) to execute
Dec 17 22:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 22:02:06.435410 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-pn4dg\" " with result "range_response_count:1 size:1855" took too long (1.103497978s) to execute
