-- Logs begin at Sun 2019-12-15 14:07:49 UTC, end at Tue 2019-12-17 05:00:13 UTC. --
Dec 17 04:37:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:37:53.633151 W | etcdserver: request "header:<ID:14919139277705257127 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-jlcdp\" mod_revision:44471049 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-jlcdp\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-jlcdp\" > >>" with result "size:20" took too long (118.549421ms) to execute
Dec 17 04:39:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:39:23.792809 I | mvcc: store.index: compact 44469579
Dec 17 04:39:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:39:23.798654 I | mvcc: finished scheduled compaction at 44469579 (took 4.536521ms)
Dec 17 04:39:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:39:24.079602 W | etcdserver: request "header:<ID:14919139277705257866 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-tsmjx.15e10ebdbbf3a5f2\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-tsmjx.15e10ebdbbf3a5f2\" value_size:486 lease:5695767240850481920 >> failure:<>>" with result "size:20" took too long (115.523727ms) to execute
Dec 17 04:42:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:42:09.411377 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (270.773948ms) to execute
Dec 17 04:43:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:43:49.601123 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-tg7lp\" " with result "range_response_count:1 size:1620" took too long (428.793473ms) to execute
Dec 17 04:43:49 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:43:49.602014 W | etcdserver: request "header:<ID:14919139277705260403 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-tg7lp.15e10ef9da3c2792\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-tg7lp.15e10ef9da3c2792\" value_size:464 lease:5695767240850484499 >> failure:<>>" with result "size:20" took too long (400.373469ms) to execute
Dec 17 04:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:44:23.865800 I | mvcc: store.index: compact 44471248
Dec 17 04:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:44:23.879412 I | mvcc: finished scheduled compaction at 44471248 (took 11.49121ms)
Dec 17 04:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:44:24.347034 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-zxkfw.15e10eed2031ab7f\" " with result "range_response_count:1 size:591" took too long (225.511014ms) to execute
Dec 17 04:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:44:24.347104 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-v5tz9\" " with result "range_response_count:1 size:1851" took too long (227.52423ms) to execute
Dec 17 04:44:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:44:24.347274 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (300.767574ms) to execute
Dec 17 04:44:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:44:44.809345 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (227.443008ms) to execute
Dec 17 04:44:44 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 04:44:44.814184 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (345.839266ms) to execute
