-- Logs begin at Thu 2019-11-07 19:12:30 UTC, end at Sun 2019-11-10 15:32:44 UTC. --
Nov 10 15:11:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:28.241540 W | wal: sync duration of 1.365640758s, expected less than 1s
Nov 10 15:11:28 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:28.246385 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (682.639465ms) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.027862 W | wal: sync duration of 3.786078672s, expected less than 1s
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.028089 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (4.262149821s) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.028139 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (4.173780804s) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.028424 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/cronjob-controller\" " with result "range_response_count:1 size:253" took too long (3.764563696s) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.028624 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta2.apps\" " with result "range_response_count:1 size:619" took too long (1.899246403s) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.028704 W | etcdserver: read-only range request "key:\"/registry/limitranges\" range_end:\"/registry/limitranget\" count_only:true " with result "range_response_count:0 size:7" took too long (854.559865ms) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.028839 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.\" " with result "range_response_count:1 size:581" took too long (1.899988301s) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.029028 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.authentication.k8s.io\" " with result "range_response_count:1 size:656" took too long (1.900206461s) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.029241 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices\" range_end:\"/registry/apiregistration.k8s.io/apiservicet\" count_only:true " with result "range_response_count:0 size:9" took too long (2.271810021s) to execute
Nov 10 15:11:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-10 15:11:32.029335 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.127391945s) to execute
