-- Logs begin at Thu 2019-10-24 21:08:27 UTC, end at Thu 2019-10-31 09:05:46 UTC. --
Oct 31 08:44:17 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:44:17.496565 W | etcdserver: request "header:<ID:14919139277656254117 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-egressgateway.15d2aebe4859bc40\" mod_revision:35136398 > success:<request_put:<key:\"/registry/events/istio-system/istio-egressgateway.15d2aebe4859bc40\" value_size:445 lease:5695767240801478100 >> failure:<request_range:<key:\"/registry/events/istio-system/istio-egressgateway.15d2aebe4859bc40\" > >>" with result "size:20" took too long (108.274964ms) to execute
Oct 31 08:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:44:23.201291 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (330.719457ms) to execute
Oct 31 08:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:44:23.201645 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (455.427145ms) to execute
Oct 31 08:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:44:23.201996 W | etcdserver: read-only range request "key:\"/registry/secrets\" range_end:\"/registry/secrett\" count_only:true " with result "range_response_count:0 size:10" took too long (420.618003ms) to execute
Oct 31 08:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:44:23.202231 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/clusterrbacconfigs\" range_end:\"/registry/rbac.istio.io/clusterrbacconfigt\" count_only:true " with result "range_response_count:0 size:7" took too long (174.688598ms) to execute
Oct 31 08:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:44:23.202457 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (182.96867ms) to execute
Oct 31 08:44:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:44:23.202663 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets\" range_end:\"/registry/poddisruptionbudgett\" count_only:true " with result "range_response_count:0 size:9" took too long (244.578298ms) to execute
Oct 31 08:45:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:45:32.817977 W | etcdserver: request "header:<ID:14919139277656254851 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-ingressgateway\" mod_revision:35136580 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" value_size:6115 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-ingressgateway\" > >>" with result "size:20" took too long (100.51891ms) to execute
Oct 31 08:45:32 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:45:32.818492 W | etcdserver: read-only range request "key:\"/registry/limitranges/istio-system/\" range_end:\"/registry/limitranges/istio-system0\" " with result "range_response_count:0 size:7" took too long (105.124193ms) to execute
Oct 31 08:45:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:45:33.094611 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (195.029246ms) to execute
Oct 31 08:45:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 08:45:33.094698 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (205.113758ms) to execute
