-- Logs begin at Fri 2019-10-25 18:53:13 UTC, end at Thu 2019-10-31 19:26:00 UTC. --
Oct 31 19:03:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:03:57.317849 W | etcdserver: request "header:<ID:14919139277656631399 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-master-1\" mod_revision:35236374 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" value_size:4682 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-master-1\" > >>" with result "size:20" took too long (445.586907ms) to execute
Oct 31 19:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:06.637682 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (693.918166ms) to execute
Oct 31 19:04:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:06.637860 W | etcdserver: read-only range request "key:\"/registry/ingress\" range_end:\"/registry/ingrest\" count_only:true " with result "range_response_count:0 size:7" took too long (147.426834ms) to execute
Oct 31 19:04:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:08.613866 W | wal: sync duration of 1.270348145s, expected less than 1s
Oct 31 19:04:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:08.683215 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (250.277876ms) to execute
Oct 31 19:04:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:08.683588 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (1.312535257s) to execute
Oct 31 19:04:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:08.683790 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (1.318188042s) to execute
Oct 31 19:04:08 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:08.684518 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (1.268896725s) to execute
Oct 31 19:04:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:14.638307 W | etcdserver: read-only range request "key:\"/registry/cronjobs\" range_end:\"/registry/cronjobt\" count_only:true " with result "range_response_count:0 size:7" took too long (380.3643ms) to execute
Oct 31 19:04:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:27.673986 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (884.172223ms) to execute
Oct 31 19:04:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 19:04:27.683095 W | etcdserver: read-only range request "key:\"/registry/initializerconfigurations\" range_end:\"/registry/initializerconfigurationt\" count_only:true " with result "range_response_count:0 size:7" took too long (796.191174ms) to execute
