-- Logs begin at Tue 2019-10-01 01:59:47 UTC, end at Wed 2019-10-02 13:59:06 UTC. --
Oct 02 13:37:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:06.254136 W | etcdserver: request "header:<ID:14919135698849768201 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-wvwbt.15c9d7ee105ba5c4\" mod_revision:31437157 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-wvwbt.15c9d7ee105ba5c4\" value_size:412 lease:5695763661994991256 >> failure:<request_range:<key:\"/registry/events/default/backend-844b95fc6f-wvwbt.15c9d7ee105ba5c4\" > >>" with result "size:20" took too long (114.331794ms) to execute
Oct 02 13:37:06 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:06.254461 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-85ptm\" " with result "range_response_count:1 size:4174" took too long (110.452315ms) to execute
Oct 02 13:37:13 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:13.374247 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (167.622324ms) to execute
Oct 02 13:37:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:24.491283 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (148.410203ms) to execute
Oct 02 13:37:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:24.491368 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1.rbac.authorization.k8s.io\" " with result "range_response_count:1 size:668" took too long (147.322903ms) to execute
Oct 02 13:37:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:24.491526 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.coordination.k8s.io\" " with result "range_response_count:1 size:664" took too long (148.848146ms) to execute
Oct 02 13:37:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:24.491694 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1alpha2.config.istio.io\" " with result "range_response_count:1 size:659" took too long (148.47005ms) to execute
Oct 02 13:37:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:24.491751 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (194.248519ms) to execute
Oct 02 13:37:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:24.491844 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.apiextensions.k8s.io\" " with result "range_response_count:1 size:667" took too long (149.415934ms) to execute
Oct 02 13:37:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:24.492060 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-galley\" " with result "range_response_count:1 size:784" took too long (361.334786ms) to execute
Oct 02 13:37:24 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 13:37:24.492114 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (107.887636ms) to execute
