-- Logs begin at Mon 2019-12-16 09:46:59 UTC, end at Wed 2019-12-18 02:37:04 UTC. --
Dec 18 02:14:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:14:51.348299 I | mvcc: store.index: compact 44688499
Dec 18 02:14:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:14:51.355843 I | mvcc: finished scheduled compaction at 44688499 (took 3.880008ms)
Dec 18 02:14:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:14:56.423558 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (636.024523ms) to execute
Dec 18 02:14:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:14:56.423610 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (429.992254ms) to execute
Dec 18 02:14:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:14:56.423676 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (589.583853ms) to execute
Dec 18 02:14:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:14:56.423748 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (203.060071ms) to execute
Dec 18 02:15:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:15:24.758276 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (484.342602ms) to execute
Dec 18 02:15:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:15:24.758628 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (388.186738ms) to execute
Dec 18 02:15:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:15:24.758819 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (207.959938ms) to execute
Dec 18 02:15:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:15:24.758980 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (200.324981ms) to execute
Dec 18 02:19:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:19:51.362680 I | mvcc: store.index: compact 44689786
Dec 18 02:19:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 02:19:51.371968 I | mvcc: finished scheduled compaction at 44689786 (took 7.610461ms)
