-- Logs begin at Mon 2019-12-16 09:46:59 UTC, end at Wed 2019-12-18 03:52:10 UTC. --
Dec 18 03:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:29:43.427047 W | etcdserver: request "header:<ID:14919139277706160747 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-5bdv7\" mod_revision:44702117 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-5bdv7\" value_size:1045 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-5bdv7\" > >>" with result "size:20" took too long (125.030891ms) to execute
Dec 18 03:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:29:43.427600 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (131.1114ms) to execute
Dec 18 03:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:29:43.441842 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (144.924197ms) to execute
Dec 18 03:29:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:29:43.442064 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-c58kg\" " with result "range_response_count:1 size:1121" took too long (126.103283ms) to execute
Dec 18 03:29:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:29:51.840987 I | mvcc: store.index: compact 44700649
Dec 18 03:29:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:29:51.846986 I | mvcc: finished scheduled compaction at 44700649 (took 4.384285ms)
Dec 18 03:34:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:34:43.830925 W | etcdserver: request "header:<ID:14919139277706163475 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-4flz4.15e159cd7ee2aaf4\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-4flz4.15e159cd7ee2aaf4\" value_size:392 lease:5695767240851387595 >> failure:<>>" with result "size:20" took too long (128.993226ms) to execute
Dec 18 03:34:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:34:43.851086 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (117.610681ms) to execute
Dec 18 03:34:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:34:43.856067 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4flz4\" " with result "range_response_count:1 size:1121" took too long (114.279284ms) to execute
Dec 18 03:34:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:34:43.856303 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (123.571859ms) to execute
Dec 18 03:34:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-18 03:34:51.859729 I | mvcc: store.index: compact 44702162
