-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Thu 2019-10-10 10:30:48 UTC. --
Oct 10 10:12:03 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:03.170342 W | etcdserver: request "header:<ID:14919138748426679212 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:32090061 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (113.107661ms) to execute
Oct 10 10:12:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:17.446398 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (230.018552ms) to execute
Oct 10 10:12:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:17.446499 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (367.104245ms) to execute
Oct 10 10:12:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:17.446768 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:9" took too long (363.366238ms) to execute
Oct 10 10:12:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:17.446802 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (209.332341ms) to execute
Oct 10 10:12:17 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:17.447419 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (368.10918ms) to execute
Oct 10 10:12:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:26.169639 I | mvcc: store.index: compact 32088402
Oct 10 10:12:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:26.178285 I | mvcc: finished scheduled compaction at 32088402 (took 6.526811ms)
Oct 10 10:12:26 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:26.485509 W | etcdserver: request "header:<ID:14919138748426679512 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:32090164 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:5988 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (189.45999ms) to execute
Oct 10 10:12:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:35.633738 W | wal: sync duration of 1.209493692s, expected less than 1s
Oct 10 10:12:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:35.636117 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (302.425293ms) to execute
Oct 10 10:12:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:35.636187 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (938.826257ms) to execute
Oct 10 10:12:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:35.636318 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (620.661636ms) to execute
Oct 10 10:12:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:35.636371 W | etcdserver: read-only range request "key:\"/registry/podsecuritypolicy\" range_end:\"/registry/podsecuritypolicz\" count_only:true " with result "range_response_count:0 size:9" took too long (709.152736ms) to execute
Oct 10 10:12:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:35.636476 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-w4jlj.15cc416136f8fae8\" " with result "range_response_count:1 size:591" took too long (362.807578ms) to execute
Oct 10 10:12:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:35.636658 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-ztshh.15cc4165d8539be0\" " with result "range_response_count:1 size:567" took too long (102.650191ms) to execute
Oct 10 10:12:35 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:35.637547 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (525.920914ms) to execute
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.415229 W | wal: sync duration of 1.753169731s, expected less than 1s
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.417891 W | etcdserver: read-only range request "key:\"/registry/events/default/backend.15cc414ad9ca2845\" " with result "range_response_count:1 size:498" took too long (1.753486221s) to execute
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.423411 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.594062143s) to execute
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.423782 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-xl4n7.15cc415a8473a77e\" " with result "range_response_count:1 size:588" took too long (292.728355ms) to execute
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.424146 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-bkcrq.15cc415a8ec82609\" " with result "range_response_count:1 size:591" took too long (405.086057ms) to execute
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.427481 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (719.146367ms) to execute
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.427664 W | etcdserver: read-only range request "key:\"/registry/controllers\" range_end:\"/registry/controllert\" count_only:true " with result "range_response_count:0 size:7" took too long (1.556492051s) to execute
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.428171 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.393782054s) to execute
Oct 10 10:12:37 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:37.428531 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-ztshh\" " with result "range_response_count:1 size:1735" took too long (861.42768ms) to execute
Oct 10 10:12:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:47.748556 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (256.304913ms) to execute
Oct 10 10:12:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:47.936349 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (372.22945ms) to execute
Oct 10 10:12:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:47.936389 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (233.908581ms) to execute
Oct 10 10:12:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:47.936449 W | etcdserver: read-only range request "key:\"/registry/networkpolicies\" range_end:\"/registry/networkpoliciet\" count_only:true " with result "range_response_count:0 size:7" took too long (238.079684ms) to execute
Oct 10 10:12:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:47.936643 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (435.666545ms) to execute
Oct 10 10:12:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:47.937730 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:10 size:17162" took too long (272.963026ms) to execute
Oct 10 10:12:47 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:12:47.940845 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (142.777932ms) to execute
Oct 10 10:13:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:15.129348 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (287.521414ms) to execute
Oct 10 10:13:16 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:16.486141 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-jjlxw.15cc41685ad2eeee\" " with result "range_response_count:1 size:590" took too long (168.403888ms) to execute
Oct 10 10:13:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:18.186972 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (105.232734ms) to execute
Oct 10 10:13:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:18.187052 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (185.722799ms) to execute
Oct 10 10:13:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:18.187147 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (138.133277ms) to execute
Oct 10 10:13:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:18.187274 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (109.549111ms) to execute
Oct 10 10:13:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:18.187362 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-szrjq\" " with result "range_response_count:1 size:1731" took too long (124.914326ms) to execute
Oct 10 10:13:33 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:33.162523 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-ljhl4.15cc4144445221df\" " with result "range_response_count:1 size:550" took too long (280.324829ms) to execute
Oct 10 10:13:40 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:40.451371 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-2s6gp.15cc414457bbff97\" " with result "range_response_count:1 size:468" took too long (101.036569ms) to execute
Oct 10 10:13:48 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:48.462164 W | etcdserver: read-only range request "key:\"/registry/masterleases/10.0.0.8\" " with result "range_response_count:1 size:133" took too long (128.395423ms) to execute
Oct 10 10:13:48 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:48.462237 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/resourcequota-controller\" " with result "range_response_count:1 size:271" took too long (129.458139ms) to execute
Oct 10 10:13:58 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:13:58.446088 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (243.736661ms) to execute
Oct 10 10:14:05 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:14:05.151937 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (669.465777ms) to execute
Oct 10 10:14:05 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:14:05.152134 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (564.879009ms) to execute
Oct 10 10:14:05 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:14:05.635233 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-operator-prometheus-token-bcwsw\" " with result "range_response_count:1 size:2448" took too long (304.634412ms) to execute
Oct 10 10:14:15 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:14:15.110652 W | etcdserver: request "header:<ID:14919138748426680715 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/default/backend\" mod_revision:32090647 > success:<request_put:<key:\"/registry/services/endpoints/default/backend\" value_size:1591 >> failure:<request_range:<key:\"/registry/services/endpoints/default/backend\" > >>" with result "size:20" took too long (751.882766ms) to execute
Oct 10 10:14:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:14:18.827487 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (349.687651ms) to execute
Oct 10 10:14:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:14:18.855984 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (350.369059ms) to execute
Oct 10 10:14:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:14:18.856037 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-bkcrq\" " with result "range_response_count:1 size:1735" took too long (377.074188ms) to execute
Oct 10 10:14:18 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-10 10:14:18.856212 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (286.321566ms) to execute
