-- Logs begin at Sun 2019-10-27 23:59:01 UTC, end at Fri 2019-11-01 15:02:16 UTC. --
Nov 01 14:40:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:40:21.887403 W | etcdserver: request "header:<ID:14919139277657391772 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-scheduler\" mod_revision:35434352 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" value_size:373 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-scheduler\" > >>" with result "size:20" took too long (511.025505ms) to execute
Nov 01 14:40:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:40:51.699095 W | etcdserver: request "header:<ID:14919139277657391996 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" mod_revision:35434392 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" value_size:5896 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" > >>" with result "size:20" took too long (338.165142ms) to execute
Nov 01 14:40:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:40:51.699362 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (179.463032ms) to execute
Nov 01 14:41:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:41:33.863506 I | mvcc: store.index: compact 35433668
Nov 01 14:41:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:41:33.869281 I | mvcc: finished scheduled compaction at 35433668 (took 4.734464ms)
Nov 01 14:41:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:41:47.473250 W | etcdserver: request "header:<ID:14919139277657392487 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-5srfn.15d310ed9b9d377a\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-5srfn.15d310ed9b9d377a\" value_size:486 lease:5695767240802616472 >> failure:<>>" with result "size:20" took too long (154.723791ms) to execute
Nov 01 14:41:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:41:56.936764 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (529.960695ms) to execute
Nov 01 14:41:56 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:41:56.937534 W | etcdserver: request "header:<ID:14919139277657392599 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35434563 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (242.043422ms) to execute
Nov 01 14:42:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:02.345986 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.389461602s) to execute
Nov 01 14:42:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:02.346193 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-wt9tn.15d310ec34d9b20a\" " with result "range_response_count:1 size:591" took too long (1.041633258s) to execute
Nov 01 14:42:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:02.346479 W | etcdserver: request "header:<ID:14919139277657392645 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:35434585 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (804.864364ms) to execute
Nov 01 14:42:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:02.349457 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (412.408254ms) to execute
Nov 01 14:42:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:02.352980 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-w8vns\" " with result "range_response_count:1 size:1623" took too long (397.374011ms) to execute
Nov 01 14:42:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:02.353565 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (199.919586ms) to execute
Nov 01 14:42:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:02.353722 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-w8vns.15d310e55c13b799\" " with result "range_response_count:1 size:592" took too long (396.971638ms) to execute
Nov 01 14:42:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:20.683462 W | etcdserver: request "header:<ID:14919139277657392858 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" mod_revision:35434673 > success:<request_put:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" value_size:383 >> failure:<request_range:<key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" > >>" with result "size:20" took too long (144.503005ms) to execute
Nov 01 14:42:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:24.742114 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (177.261758ms) to execute
Nov 01 14:42:24 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:24.742254 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-kdgfz.15d310ece8b8d607\" " with result "range_response_count:1 size:591" took too long (423.672581ms) to execute
Nov 01 14:42:30 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:30.447448 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-2jxsg.15d310d0ad5d4892\" " with result "range_response_count:1 size:561" took too long (106.36027ms) to execute
Nov 01 14:42:36 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:36.544210 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (400.156999ms) to execute
Nov 01 14:42:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:47.625945 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (773.394023ms) to execute
Nov 01 14:42:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:47.626037 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (780.194049ms) to execute
Nov 01 14:42:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:47.626188 W | etcdserver: request "header:<ID:14919139277657393169 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35434769 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (569.805752ms) to execute
Nov 01 14:42:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:47.626369 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-lnz98.15d310f6874f2fd3\" " with result "range_response_count:1 size:589" took too long (356.845439ms) to execute
Nov 01 14:42:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:47.626633 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lnz98\" " with result "range_response_count:1 size:1620" took too long (357.205134ms) to execute
Nov 01 14:42:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:47.845001 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-926gc.15d310f70098a480\" " with result "range_response_count:1 size:592" took too long (112.072475ms) to execute
Nov 01 14:42:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:47.845182 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-926gc\" " with result "range_response_count:1 size:1623" took too long (112.107481ms) to execute
Nov 01 14:42:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-11-01 14:42:53.105079 W | etcdserver: request "header:<ID:14919139277657393244 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:35434794 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4403 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (523.85575ms) to execute
