-- Logs begin at Wed 2019-12-18 10:00:07 UTC, end at Thu 2019-12-19 22:58:20 UTC. --
Dec 19 22:35:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:54.455269 W | etcdserver: request "header:<ID:14919139277707882003 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-226dv\" mod_revision:45137307 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-226dv\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-226dv\" > >>" with result "size:20" took too long (327.316951ms) to execute
Dec 19 22:35:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:54.456179 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (321.655084ms) to execute
Dec 19 22:35:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:54.458554 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (204.373343ms) to execute
Dec 19 22:35:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:54.458616 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/resourcequota-controller-token-zjj84\" " with result "range_response_count:1 size:2402" took too long (298.833681ms) to execute
Dec 19 22:35:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:54.458799 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-gwp9s\" " with result "range_response_count:1 size:2946" took too long (298.603289ms) to execute
Dec 19 22:35:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:54.458967 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (183.671852ms) to execute
Dec 19 22:35:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:54.459916 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (323.166973ms) to execute
Dec 19 22:35:54 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:54.461014 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4164" took too long (324.951619ms) to execute
Dec 19 22:35:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:58.362403 I | mvcc: store.index: compact 45135586
Dec 19 22:35:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:58.370384 I | mvcc: finished scheduled compaction at 45135586 (took 6.4986ms)
Dec 19 22:35:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:58.689979 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (201.269103ms) to execute
Dec 19 22:35:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:58.690531 W | etcdserver: request "header:<ID:14919139277707882082 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-gwp9s.15e1e6a67739492a\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-gwp9s.15e1e6a67739492a\" value_size:456 lease:5695767240853105541 >> failure:<>>" with result "size:20" took too long (157.71274ms) to execute
Dec 19 22:35:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:59.953277 W | etcdserver: read-only range request "key:\"/registry/deployments/default/\" range_end:\"/registry/deployments/default0\" limit:500 " with result "range_response_count:1 size:1910" took too long (167.103952ms) to execute
Dec 19 22:35:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 22:35:59.953388 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (177.811309ms) to execute
