-- Logs begin at Thu 2019-12-19 23:09:25 UTC, end at Sat 2019-12-21 07:16:48 UTC. --
Dec 21 06:56:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 06:56:25.812829 I | mvcc: store.index: compact 45481533
Dec 21 06:56:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 06:56:25.819844 I | mvcc: finished scheduled compaction at 45481533 (took 5.568933ms)
Dec 21 07:01:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:01:25.879405 I | mvcc: store.index: compact 45482310
Dec 21 07:01:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:01:25.884882 I | mvcc: finished scheduled compaction at 45482310 (took 4.506567ms)
Dec 21 07:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:38.125327 W | etcdserver: request "header:<ID:14919139277709227980 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-fq52l.15e250e398c4581f\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-fq52l.15e250e398c4581f\" value_size:389 lease:5695767240854452082 >> failure:<>>" with result "size:20" took too long (124.699209ms) to execute
Dec 21 07:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:38.126833 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-mxsf9\" " with result "range_response_count:1 size:1121" took too long (129.41017ms) to execute
Dec 21 07:02:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:38.127063 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fq52l\" " with result "range_response_count:1 size:1118" took too long (125.295083ms) to execute
Dec 21 07:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:41.752088 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (689.959975ms) to execute
Dec 21 07:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:41.757267 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-sxc5z.15e250dd774d4746\" " with result "range_response_count:1 size:590" took too long (304.632773ms) to execute
Dec 21 07:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:41.757560 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (409.164703ms) to execute
Dec 21 07:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:41.757973 W | etcdserver: read-only range request "key:\"/registry/rolebindings\" range_end:\"/registry/rolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (493.159109ms) to execute
Dec 21 07:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:41.758350 W | etcdserver: read-only range request "key:\"/registry/mutatingwebhookconfigurations\" range_end:\"/registry/mutatingwebhookconfigurationt\" count_only:true " with result "range_response_count:0 size:9" took too long (167.368812ms) to execute
Dec 21 07:02:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:02:41.759130 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (612.92881ms) to execute
Dec 21 07:06:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:06:23.401427 W | etcdserver: request "header:<ID:14919139277709230429 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:45484428 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (121.605204ms) to execute
Dec 21 07:06:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:06:25.891484 I | mvcc: store.index: compact 45483255
Dec 21 07:06:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:06:25.898282 I | mvcc: finished scheduled compaction at 45483255 (took 5.110891ms)
Dec 21 07:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:06:26.109964 I | etcdserver: start to snapshot (applied: 50126159, lastsnap: 50116158)
Dec 21 07:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:06:26.285887 I | etcdserver: saved snapshot at index 50126159
Dec 21 07:06:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:06:26.286926 I | etcdserver: compacted raft log at 50121159
Dec 21 07:06:47 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:06:47.143870 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-0000000002fc19fa.snap successfully
Dec 21 07:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:09:38.717945 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8qprl\" " with result "range_response_count:1 size:1121" took too long (118.198247ms) to execute
Dec 21 07:09:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:09:38.718631 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1066" took too long (112.727981ms) to execute
Dec 21 07:11:25 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 07:11:25.904735 I | mvcc: store.index: compact 45484450
