-- Logs begin at Sat 2020-02-01 12:16:18 UTC, end at Mon 2020-02-03 01:59:03 UTC. --
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.282648 W | etcdserver: request "header:<ID:14919139277752731123 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" mod_revision:53548258 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" value_size:2686 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/reportnothings.config.istio.io\" > >>" with result "size:20" took too long (224.61124ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.282957 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/quotas.config.istio.io\" " with result "range_response_count:1 size:2579" took too long (382.264352ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.283445 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (112.508904ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.283568 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (238.591641ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.283746 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/tracespans.config.istio.io\" " with result "range_response_count:1 size:2463" took too long (382.916425ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.284201 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/metrics.config.istio.io\" " with result "range_response_count:1 size:2595" took too long (383.40661ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.546946 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/rbacconfigs.rbac.istio.io\" " with result "range_response_count:1 size:2631" took too long (161.266644ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.547220 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/serviceroles.rbac.istio.io\" " with result "range_response_count:1 size:2645" took too long (180.499923ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.548435 W | etcdserver: request "header:<ID:14919139277752731163 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/adapters.config.istio.io\" mod_revision:53543779 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/adapters.config.istio.io\" value_size:2638 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/adapters.config.istio.io\" > >>" with result "size:20" took too long (159.464856ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.549638 W | etcdserver: read-only range request "key:\"/registry/rbac.istio.io/servicerolebindings/\" range_end:\"/registry/rbac.istio.io/servicerolebindings0\" " with result "range_response_count:0 size:7" took too long (179.85835ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.793109 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/servicerolebindings.rbac.istio.io\" " with result "range_response_count:1 size:3566" took too long (152.121936ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.793306 W | etcdserver: request "header:<ID:14919139277752731179 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/templates.config.istio.io\" mod_revision:53548288 > success:<request_put:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/templates.config.istio.io\" value_size:2611 >> failure:<request_range:<key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/templates.config.istio.io\" > >>" with result "size:20" took too long (137.767005ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.808619 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions/adapters.config.istio.io\" " with result "range_response_count:1 size:2609" took too long (167.601051ms) to execute
Feb 03 01:35:57 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 01:35:57.809056 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/instances/\" range_end:\"/registry/config.istio.io/instances0\" " with result "range_response_count:0 size:7" took too long (167.269815ms) to execute
