-- Logs begin at Thu 2020-01-30 08:00:47 UTC, end at Sat 2020-02-01 05:30:05 UTC. --
Feb 01 05:07:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:19.064022 W | etcdserver: request "header:<ID:14919139277750992764 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-7qgpv\" mod_revision:53117158 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-7qgpv\" value_size:1426 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-7qgpv\" > >>" with result "size:20" took too long (172.832304ms) to execute
Feb 01 05:07:19 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:19.064150 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (175.691703ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.425270 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-5mg4n\" " with result "range_response_count:1 size:1121" took too long (167.280322ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.425846 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (171.566878ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.426252 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (172.755896ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.426567 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (177.000838ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.426786 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (177.3632ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.426960 W | etcdserver: request "header:<ID:14919139277750992945 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-cc4v5.15ef2efc08fe32d6\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-cc4v5.15ef2efc08fe32d6\" value_size:392 lease:5695767240896216935 >> failure:<>>" with result "size:20" took too long (143.521659ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.427583 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-cc4v5\" " with result "range_response_count:1 size:1121" took too long (161.752618ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.428139 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (152.774293ms) to execute
Feb 01 05:07:34 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 05:07:34.428243 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (156.042482ms) to execute
