-- Logs begin at Wed 2019-12-18 15:20:13 UTC, end at Fri 2019-12-20 03:17:13 UTC. --
Dec 20 02:56:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:05.290018 I | mvcc: store.index: compact 45182860
Dec 20 02:56:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:05.297469 I | mvcc: finished scheduled compaction at 45182860 (took 5.70716ms)
Dec 20 02:56:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:42.841856 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (185.74902ms) to execute
Dec 20 02:56:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:42.842087 W | etcdserver: request "header:<ID:14919139277708062914 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15e1f4e38a935982\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15e1f4e38a935982\" value_size:403 lease:5695767240853286668 >> failure:<>>" with result "size:20" took too long (147.450199ms) to execute
Dec 20 02:56:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:42.861697 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (185.949185ms) to execute
Dec 20 02:56:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:42.892020 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (162.255285ms) to execute
Dec 20 02:56:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:43.068208 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (153.981133ms) to execute
Dec 20 02:56:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:43.068417 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (169.749029ms) to execute
Dec 20 02:56:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:43.068589 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (168.330425ms) to execute
Dec 20 02:56:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:52.064971 W | etcdserver: read-only range request "key:\"/registry/events/default/backend.15e1f4e22d75d36d\" " with result "range_response_count:1 size:462" took too long (222.561281ms) to execute
Dec 20 02:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:57.815517 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (168.007711ms) to execute
Dec 20 02:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:57.815624 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (137.428295ms) to execute
Dec 20 02:56:57 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 02:56:57.815807 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:1152" took too long (164.654953ms) to execute
Dec 20 03:01:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:05.370167 I | mvcc: store.index: compact 45184630
Dec 20 03:01:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:05.383362 I | mvcc: finished scheduled compaction at 45184630 (took 9.548944ms)
Dec 20 03:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:06.842514 W | wal: sync duration of 1.370886082s, expected less than 1s
Dec 20 03:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:06.846102 W | etcdserver: read-only range request "key:\"/registry/minions/\" range_end:\"/registry/minions0\" " with result "range_response_count:6 size:28557" took too long (1.398770252s) to execute
Dec 20 03:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:06.846258 W | etcdserver: request "header:<ID:14919139277708066101 > lease_revoke:<id:4f0b6e20ca5dfc55>" with result "size:29" took too long (1.374316958s) to execute
Dec 20 03:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:06.846360 W | etcdserver: failed to revoke 4f0b6e20ca5dfc55 ("lease not found")
Dec 20 03:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:06.846405 W | etcdserver: failed to revoke 4f0b6e20ca5dfc55 ("lease not found")
Dec 20 03:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:06.846466 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (1.229487076s) to execute
Dec 20 03:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:06.854175 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/adapters\" range_end:\"/registry/config.istio.io/adaptert\" count_only:true " with result "range_response_count:0 size:7" took too long (841.965349ms) to execute
Dec 20 03:01:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:01:06.854494 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (752.929458ms) to execute
Dec 20 03:06:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:06:05.386553 I | mvcc: store.index: compact 45185527
Dec 20 03:06:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:06:05.396178 I | mvcc: finished scheduled compaction at 45185527 (took 7.803018ms)
