-- Logs begin at Fri 2019-10-25 18:53:13 UTC, end at Thu 2019-10-31 18:12:49 UTC. --
Oct 31 17:51:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:51:16.531753 I | mvcc: store.index: compact 35224097
Oct 31 17:51:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:51:16.538307 I | mvcc: finished scheduled compaction at 35224097 (took 4.65099ms)
Oct 31 17:51:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:51:20.632366 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (527.040006ms) to execute
Oct 31 17:52:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:52:39.622508 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-qm7xl\" " with result "range_response_count:1 size:1121" took too long (153.227593ms) to execute
Oct 31 17:52:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:52:39.622717 W | etcdserver: request "header:<ID:14919139277656591053 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-qm7xl.15d2ccc363040c08\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-qm7xl.15d2ccc363040c08\" value_size:392 lease:5695767240801814844 >> failure:<>>" with result "size:20" took too long (120.794685ms) to execute
Oct 31 17:52:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:52:39.622831 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15d2cca0800bf33e\" " with result "range_response_count:1 size:485" took too long (134.249464ms) to execute
Oct 31 17:52:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:52:39.622871 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-spfj4\" " with result "range_response_count:1 size:1121" took too long (127.780916ms) to execute
Oct 31 17:52:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:52:39.622940 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (135.319587ms) to execute
Oct 31 17:52:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:52:39.623056 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lmhng\" " with result "range_response_count:1 size:1118" took too long (106.64141ms) to execute
Oct 31 17:52:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:52:39.623071 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hqfvv\" " with result "range_response_count:1 size:1121" took too long (128.07567ms) to execute
Oct 31 17:55:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:55:33.271291 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (162.324301ms) to execute
Oct 31 17:56:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:56:16.664908 I | mvcc: store.index: compact 35225015
Oct 31 17:56:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:56:16.665881 W | etcdserver: request "header:<ID:14919139277656593144 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:35225015 > " with result "size:7" took too long (119.034739ms) to execute
Oct 31 17:56:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:56:16.778008 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-6sz4d\" " with result "range_response_count:1 size:1990" took too long (185.369263ms) to execute
Oct 31 17:56:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:56:16.782935 I | mvcc: finished scheduled compaction at 35225015 (took 116.605021ms)
Oct 31 17:56:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 17:56:16.809392 W | etcdserver: read-only range request "key:\"/registry/apiregistration.k8s.io/apiservices/v1beta1.events.k8s.io\" " with result "range_response_count:1 size:646" took too long (126.349837ms) to execute
