-- Logs begin at Sun 2019-12-15 19:38:11 UTC, end at Tue 2019-12-17 12:51:37 UTC. --
Dec 17 12:29:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:29:27.633180 I | mvcc: store.index: compact 44550388
Dec 17 12:29:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:29:27.640997 I | mvcc: finished scheduled compaction at 44550388 (took 6.091632ms)
Dec 17 12:34:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:27.645444 I | mvcc: store.index: compact 44551076
Dec 17 12:34:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:27.653360 I | mvcc: finished scheduled compaction at 44551076 (took 6.457723ms)
Dec 17 12:34:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:34.146106 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/default/\" range_end:\"/registry/resourcequotas/default0\" " with result "range_response_count:0 size:7" took too long (124.527416ms) to execute
Dec 17 12:34:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:34.384756 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (109.872222ms) to execute
Dec 17 12:34:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:35.495859 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (276.524421ms) to execute
Dec 17 12:34:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:37.090351 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-mph2j\" " with result "range_response_count:1 size:1501" took too long (346.255496ms) to execute
Dec 17 12:34:38 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:38.277174 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (104.403852ms) to execute
Dec 17 12:34:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:43.293090 W | etcdserver: read-only range request "key:\"/registry/daemonsets\" range_end:\"/registry/daemonsett\" count_only:true " with result "range_response_count:0 size:9" took too long (213.225122ms) to execute
Dec 17 12:34:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-17 12:34:46.709122 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (232.336957ms) to execute
