-- Logs begin at Tue 2019-10-01 01:59:47 UTC, end at Wed 2019-10-02 15:12:49 UTC. --
Oct 02 14:51:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:51:02.914839 W | etcdserver: request "header:<ID:14919135698849819470 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-pilot-759bbfd844.15c9dc05d77bab28\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-pilot-759bbfd844.15c9dc05d77bab28\" value_size:376 lease:5695763661995043578 >> failure:<>>" with result "size:20" took too long (132.882234ms) to execute
Oct 02 14:51:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:51:02.915509 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-pilot\" " with result "range_response_count:1 size:536" took too long (142.95522ms) to execute
Oct 02 14:51:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:51:02.929860 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-lcm45\" " with result "range_response_count:1 size:4260" took too long (105.408576ms) to execute
Oct 02 14:51:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:51:02.930088 W | etcdserver: read-only range request "key:\"/registry/namespaces/kube-system\" " with result "range_response_count:1 size:180" took too long (126.246496ms) to execute
Oct 02 14:51:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:51:03.163580 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" " with result "range_response_count:1 size:2549" took too long (152.09366ms) to execute
Oct 02 14:51:03 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:51:03.164080 W | etcdserver: request "header:<ID:14919135698849819490 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-j2n7g\" mod_revision:31451548 > success:<request_put:<key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-j2n7g\" value_size:2983 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-pilot-759bbfd844-j2n7g\" > >>" with result "size:20" took too long (144.269387ms) to execute
Oct 02 14:53:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:53:02.711741 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (167.999992ms) to execute
Oct 02 14:53:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:53:02.743163 W | etcdserver: read-only range request "key:\"/registry/statefulsets\" range_end:\"/registry/statefulsett\" count_only:true " with result "range_response_count:0 size:9" took too long (152.113962ms) to execute
Oct 02 14:53:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:53:02.743220 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (184.495676ms) to execute
Oct 02 14:53:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:53:02.743474 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-5ffmn\" " with result "range_response_count:1 size:2738" took too long (147.508021ms) to execute
Oct 02 14:53:02 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-02 14:53:02.743574 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (100.142694ms) to execute
