-- Logs begin at Fri 2020-01-31 04:28:31 UTC, end at Sat 2020-02-01 19:40:50 UTC. --
Feb 01 19:17:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:17:52.428789 W | etcdserver: request "header:<ID:14919139277751544004 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15ef5d6298d4c744\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15ef5d6298d4c744\" value_size:354 lease:5695767240896765406 >> failure:<>>" with result "size:20" took too long (124.938279ms) to execute
Feb 01 19:17:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:17:52.430537 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/prometheus-prometheus-operator-prometheus\" " with result "range_response_count:1 size:1552" took too long (140.358718ms) to execute
Feb 01 19:17:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:17:52.445341 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:459" took too long (145.243507ms) to execute
Feb 01 19:18:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:18:08.074364 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (164.331361ms) to execute
Feb 01 19:18:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:18:08.074504 W | etcdserver: request "header:<ID:14919139277751544328 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-fhsrm.15ef5d663b74eed7\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-fhsrm.15ef5d663b74eed7\" value_size:392 lease:5695767240896768495 >> failure:<>>" with result "size:20" took too long (137.02913ms) to execute
Feb 01 19:18:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:18:08.074756 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-7wp7k\" " with result "range_response_count:1 size:2946" took too long (180.620272ms) to execute
Feb 01 19:18:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:18:08.074931 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4164" took too long (164.771856ms) to execute
Feb 01 19:18:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:18:08.075252 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (164.592431ms) to execute
Feb 01 19:18:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:18:08.090430 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (160.32031ms) to execute
Feb 01 19:18:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:18:08.090529 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (160.406918ms) to execute
Feb 01 19:18:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-01 19:18:08.090766 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fhsrm\" " with result "range_response_count:1 size:2946" took too long (158.264254ms) to execute
