-- Logs begin at Thu 2019-12-19 07:55:49 UTC, end at Fri 2019-12-20 19:19:10 UTC. --
Dec 20 18:56:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:16.721488 I | mvcc: store.index: compact 45356466
Dec 20 18:56:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:16.728290 I | mvcc: finished scheduled compaction at 45356466 (took 4.422701ms)
Dec 20 18:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:34.516604 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (170.712004ms) to execute
Dec 20 18:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:34.551960 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-wnpsh\" " with result "range_response_count:1 size:2738" took too long (168.080059ms) to execute
Dec 20 18:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:34.552033 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (191.705908ms) to execute
Dec 20 18:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:34.552402 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (170.809268ms) to execute
Dec 20 18:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:34.552575 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/bypasses\" range_end:\"/registry/config.istio.io/bypasset\" count_only:true " with result "range_response_count:0 size:7" took too long (187.469268ms) to execute
Dec 20 18:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:34.769682 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (150.67705ms) to execute
Dec 20 18:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:34.770029 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:211" took too long (171.857414ms) to execute
Dec 20 18:56:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:34.770213 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-94b2f\" " with result "range_response_count:1 size:2738" took too long (104.493435ms) to execute
Dec 20 18:56:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:56:39.779389 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (107.431448ms) to execute
Dec 20 18:57:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:57:34.487192 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:992" took too long (140.330216ms) to execute
Dec 20 18:57:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:57:34.513552 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-policy\" " with result "range_response_count:1 size:5955" took too long (127.433122ms) to execute
Dec 20 18:57:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:57:34.513798 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-9pmtt\" " with result "range_response_count:1 size:2738" took too long (145.601762ms) to execute
Dec 20 18:57:34 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:57:34.514033 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (163.830976ms) to execute
Dec 20 18:58:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:58:04.590481 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (242.826736ms) to execute
Dec 20 18:59:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 18:59:14.134392 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (128.163753ms) to execute
Dec 20 19:01:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:16.746225 I | mvcc: store.index: compact 45358432
Dec 20 19:01:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:16.756324 I | mvcc: finished scheduled compaction at 45358432 (took 8.489066ms)
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.391348 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:9" took too long (1.107782237s) to execute
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.391524 W | etcdserver: read-only range request "key:\"/registry/controllerrevisions\" range_end:\"/registry/controllerrevisiont\" count_only:true " with result "range_response_count:0 size:9" took too long (1.100777993s) to execute
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.391609 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:4239" took too long (1.519963561s) to execute
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.391775 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (1.333256752s) to execute
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.391810 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/cloudwatches\" range_end:\"/registry/config.istio.io/cloudwatchet\" count_only:true " with result "range_response_count:0 size:7" took too long (792.467947ms) to execute
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.391957 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/zipkins\" range_end:\"/registry/config.istio.io/zipkint\" count_only:true " with result "range_response_count:0 size:7" took too long (1.143171657s) to execute
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.392145 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (580.666921ms) to execute
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.392687 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/fluentds\" range_end:\"/registry/config.istio.io/fluentdt\" count_only:true " with result "range_response_count:0 size:7" took too long (466.829352ms) to execute
Dec 20 19:01:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:18.392959 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (1.114596962s) to execute
Dec 20 19:01:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:51.814237 W | etcdserver: request "header:<ID:14919139277708742263 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" mod_revision:45357899 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" value_size:2463 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-pilot-759bbfd844\" > >>" with result "size:20" took too long (119.437986ms) to execute
Dec 20 19:01:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:52.056760 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (168.408743ms) to execute
Dec 20 19:01:52 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:01:52.087753 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (178.018283ms) to execute
Dec 20 19:04:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:04:46.360830 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (133.835315ms) to execute
Dec 20 19:04:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:04:46.360969 W | etcdserver: request "header:<ID:14919139277708744424 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:45360144 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1831 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (124.605151ms) to execute
Dec 20 19:04:46 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:04:46.361045 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-xtl8p\" " with result "range_response_count:1 size:2946" took too long (131.123553ms) to execute
Dec 20 19:06:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:06:16.758655 I | mvcc: store.index: compact 45359500
Dec 20 19:06:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:06:16.766387 I | mvcc: finished scheduled compaction at 45359500 (took 6.217072ms)
Dec 20 19:06:23 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 19:06:23.084263 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (105.363923ms) to execute
