-- Logs begin at Wed 2019-12-18 19:54:41 UTC, end at Fri 2019-12-20 03:41:39 UTC. --
Dec 20 03:21:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:21:05.426759 I | mvcc: store.index: compact 45187580
Dec 20 03:21:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:21:05.434693 I | mvcc: finished scheduled compaction at 45187580 (took 6.709757ms)
Dec 20 03:21:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:21:05.860984 W | etcdserver: read-only range request "key:\"/registry/apiextensions.k8s.io/customresourcedefinitions\" range_end:\"/registry/apiextensions.k8s.io/customresourcedefinitiont\" count_only:true " with result "range_response_count:0 size:9" took too long (378.4652ms) to execute
Dec 20 03:21:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:21:35.270080 W | etcdserver: request "header:<ID:14919139277708079769 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-4cpzq\" mod_revision:0 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-4cpzq\" value_size:2804 >> failure:<>>" with result "size:20" took too long (115.157325ms) to execute
Dec 20 03:21:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:21:35.270327 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (103.396999ms) to execute
Dec 20 03:21:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:21:35.503353 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-hfsk6\" " with result "range_response_count:1 size:2943" took too long (125.109867ms) to execute
Dec 20 03:23:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:23:35.585573 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1064" took too long (137.825163ms) to execute
Dec 20 03:23:35 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:23:35.585867 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-8c7n8\" " with result "range_response_count:1 size:2946" took too long (136.402994ms) to execute
Dec 20 03:24:21 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:24:21.964033 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (101.214488ms) to execute
Dec 20 03:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:24:37.009115 W | etcdserver: read-only range request "key:\"/registry/events/istio-system/istio-egressgateway.15e1f5bd4bb57c63\" " with result "range_response_count:1 size:492" took too long (149.802918ms) to execute
Dec 20 03:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:24:37.009239 W | etcdserver: request "header:<ID:14919139277708081859 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/istio-system/istio-egressgateway\" mod_revision:45188870 > success:<request_put:<key:\"/registry/deployments/istio-system/istio-egressgateway\" value_size:5825 >> failure:<request_range:<key:\"/registry/deployments/istio-system/istio-egressgateway\" > >>" with result "size:20" took too long (133.191449ms) to execute
Dec 20 03:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:24:37.025642 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (162.457513ms) to execute
Dec 20 03:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:24:37.231655 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:889" took too long (120.647139ms) to execute
Dec 20 03:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:24:37.232029 W | etcdserver: request "header:<ID:14919139277708081878 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" mod_revision:45188875 > success:<request_put:<key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" value_size:2530 >> failure:<request_range:<key:\"/registry/replicasets/istio-system/istio-egressgateway-54b4586c76\" > >>" with result "size:20" took too long (120.590559ms) to execute
Dec 20 03:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:24:37.247568 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:532" took too long (135.698822ms) to execute
Dec 20 03:24:37 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:24:37.278389 W | etcdserver: read-only range request "key:\"/registry/leases\" range_end:\"/registry/leaset\" count_only:true " with result "range_response_count:0 size:7" took too long (134.370575ms) to execute
Dec 20 03:26:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:26:05.441692 I | mvcc: store.index: compact 45188309
Dec 20 03:26:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:26:05.449770 I | mvcc: finished scheduled compaction at 45188309 (took 5.215265ms)
Dec 20 03:26:42 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:26:42.796016 W | etcdserver: request "header:<ID:14919139277708083271 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/poddisruptionbudgets/istio-system/istio-galley\" mod_revision:45184193 > success:<request_put:<key:\"/registry/poddisruptionbudgets/istio-system/istio-galley\" value_size:699 >> failure:<request_range:<key:\"/registry/poddisruptionbudgets/istio-system/istio-galley\" > >>" with result "size:20" took too long (152.331709ms) to execute
Dec 20 03:26:43 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 03:26:43.045648 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-galley\" " with result "range_response_count:1 size:784" took too long (181.192373ms) to execute
