-- Logs begin at Thu 2019-12-19 00:14:23 UTC, end at Fri 2019-12-20 09:46:19 UTC. --
Dec 20 09:24:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:24:16.367600 W | etcdserver: request "header:<ID:14919139277708337954 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-ms667\" mod_revision:45255842 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-ms667\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-ms667\" > >>" with result "size:20" took too long (128.93502ms) to execute
Dec 20 09:24:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:24:16.369747 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (143.062663ms) to execute
Dec 20 09:24:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:24:16.386841 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vxkdp\" " with result "range_response_count:1 size:2946" took too long (137.212039ms) to execute
Dec 20 09:24:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:24:16.387117 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (160.315059ms) to execute
Dec 20 09:24:16 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:24:16.387210 W | etcdserver: read-only range request "key:\"/registry/secrets/default/istio.default\" " with result "range_response_count:1 size:4172" took too long (160.042983ms) to execute
Dec 20 09:24:26 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:24:26.810035 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (192.312258ms) to execute
Dec 20 09:25:09 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:09.558825 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (555.383933ms) to execute
Dec 20 09:25:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:18.470600 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (149.907802ms) to execute
Dec 20 09:25:18 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:18.470956 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" " with result "range_response_count:1 size:4297" took too long (167.474289ms) to execute
Dec 20 09:25:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:20.273840 W | wal: sync duration of 1.35861856s, expected less than 1s
Dec 20 09:25:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:20.274164 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-master-1\" " with result "range_response_count:1 size:4756" took too long (883.611671ms) to execute
Dec 20 09:25:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:20.280719 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-1\" " with result "range_response_count:1 size:6260" took too long (829.619987ms) to execute
Dec 20 09:25:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:20.280923 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (395.470685ms) to execute
Dec 20 09:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:51.002376 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (409.056457ms) to execute
Dec 20 09:25:51 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-20 09:25:51.002427 W | etcdserver: read-only range request "key:\"/registry/secrets/istio-system/prometheus-token-f4z4g\" " with result "range_response_count:1 size:2314" took too long (343.094184ms) to execute
