-- Logs begin at Sat 2020-02-01 07:14:07 UTC, end at Sun 2020-02-02 22:06:35 UTC. --
Feb 02 21:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:44:10.773035 W | etcdserver: request "header:<ID:14919139277752583579 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-6kmnd\" mod_revision:53512928 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-6kmnd\" value_size:2870 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-6kmnd\" > >>" with result "size:20" took too long (121.362571ms) to execute
Feb 02 21:44:10 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:44:10.773774 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1063" took too long (135.376297ms) to execute
Feb 02 21:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:44:35.542163 I | etcdserver: start to snapshot (applied: 58967418, lastsnap: 58957417)
Feb 02 21:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:44:35.625729 I | etcdserver: saved snapshot at index 58967418
Feb 02 21:44:35 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:44:35.626438 I | etcdserver: compacted raft log at 58962418
Feb 02 21:44:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:44:53.970577 I | mvcc: store.index: compact 53512144
Feb 02 21:44:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:44:53.977127 I | mvcc: finished scheduled compaction at 53512144 (took 4.885822ms)
Feb 02 21:45:00 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:45:00.279963 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-0000000003830225.snap successfully
Feb 02 21:46:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:46:52.889605 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-egressgateway\" " with result "range_response_count:1 size:5908" took too long (149.930753ms) to execute
Feb 02 21:46:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:46:52.923747 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-qbvxx\" " with result "range_response_count:1 size:3128" took too long (164.109847ms) to execute
Feb 02 21:46:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:46:52.924157 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (181.135362ms) to execute
Feb 02 21:46:52 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:46:52.924354 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (181.354488ms) to execute
Feb 02 21:46:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:46:53.115352 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (140.228259ms) to execute
Feb 02 21:46:53 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:46:53.115493 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (157.495339ms) to execute
Feb 02 21:47:07 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:47:07.979630 W | etcdserver: read-only range request "key:\"/registry/resourcequotas/istio-system/\" range_end:\"/registry/resourcequotas/istio-system0\" " with result "range_response_count:0 size:7" took too long (148.434695ms) to execute
Feb 02 21:47:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:47:08.217990 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (169.163092ms) to execute
Feb 02 21:47:08 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-02 21:47:08.218037 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-fpvtc\" " with result "range_response_count:1 size:2738" took too long (153.233757ms) to execute
