-- Logs begin at Tue 2019-12-17 13:42:37 UTC, end at Thu 2019-12-19 02:24:34 UTC. --
Dec 19 02:01:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:01:58.489746 W | etcdserver: request "header:<ID:14919139277707080590 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" mod_revision:44932922 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" value_size:4355 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" > >>" with result "size:20" took too long (151.304463ms) to execute
Dec 19 02:01:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:01:59.798625 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:2 size:3353" took too long (522.527806ms) to execute
Dec 19 02:01:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:01:59.799016 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (849.649478ms) to execute
Dec 19 02:01:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:01:59.799055 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/metrics-server-token-25hqp\" " with result "range_response_count:1 size:2332" took too long (852.409142ms) to execute
Dec 19 02:01:59 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:01:59.799121 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers/default/\" range_end:\"/registry/horizontalpodautoscalers/default0\" limit:500 " with result "range_response_count:1 size:849" took too long (631.099417ms) to execute
Dec 19 02:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:02.393347 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (266.465388ms) to execute
Dec 19 02:02:02 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:02.748917 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/pod-garbage-collector-token-2gv9p\" " with result "range_response_count:1 size:2381" took too long (151.833571ms) to execute
Dec 19 02:02:04 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:04.034776 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/replicaset-controller-token-6xc9z\" " with result "range_response_count:1 size:2381" took too long (436.641652ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.260854 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/flannel-token-gkg9c\" " with result "range_response_count:1 size:2283" took too long (1.627025998s) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.260988 W | etcdserver: request "header:<ID:14919139277707080638 > lease_revoke:<id:4f0b6e20ca4ef337>" with result "size:29" took too long (494.373069ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.261051 W | etcdserver: failed to revoke 4f0b6e20ca4ef337 ("lease not found")
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.261068 W | etcdserver: failed to revoke 4f0b6e20ca4ef337 ("lease not found")
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.261134 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/kube-proxy-token-6ncqr\" " with result "range_response_count:1 size:2304" took too long (924.765431ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.261178 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/dns-autoscaler\" " with result "range_response_count:1 size:285" took too long (986.063609ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.261261 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (858.598104ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.261459 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/replicaset-controller\" " with result "range_response_count:1 size:262" took too long (1.222952101s) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.737712 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (836.917892ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.737930 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (934.873397ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.738001 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (781.557216ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.738540 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/flannel\" " with result "range_response_count:1 size:393" took too long (474.097944ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.738771 W | etcdserver: read-only range request "key:\"/registry/pods/default/\" range_end:\"/registry/pods/default0\" limit:500 " with result "range_response_count:2 size:3233" took too long (238.535332ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.738943 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (473.590471ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.739092 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/kube-proxy\" " with result "range_response_count:1 size:228" took too long (474.630718ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.991271 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (160.137482ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.991679 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/deployment-controller-token-lsgcf\" " with result "range_response_count:1 size:2381" took too long (240.09061ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.991808 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3542" took too long (241.787784ms) to execute
Dec 19 02:02:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:05.992004 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/horizontal-pod-autoscaler\" " with result "range_response_count:1 size:274" took too long (243.45598ms) to execute
Dec 19 02:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:06.393840 W | etcdserver: request "header:<ID:14919139277707080654 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/horizontalpodautoscalers/default/backend\" mod_revision:44932932 > success:<request_put:<key:\"/registry/horizontalpodautoscalers/default/backend\" value_size:1041 >> failure:<request_range:<key:\"/registry/horizontalpodautoscalers/default/backend\" > >>" with result "size:20" took too long (103.799757ms) to execute
Dec 19 02:02:06 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:06.394059 W | etcdserver: read-only range request "key:\"/registry/deployments\" range_end:\"/registry/deploymentt\" count_only:true " with result "range_response_count:0 size:9" took too long (224.450193ms) to execute
Dec 19 02:02:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 02:02:07.241765 W | etcdserver: read-only range request "key:\"/registry/replicasets\" range_end:\"/registry/replicasett\" count_only:true " with result "range_response_count:0 size:9" took too long (522.860346ms) to execute
