-- Logs begin at Mon 2019-09-30 01:47:58 UTC, end at Tue 2019-10-01 20:28:50 UTC. --
Oct 01 20:06:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:54.729422 W | etcdserver: request "header:<ID:14919135698849094181 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f.15c99eadd61cf8cb\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f.15c99eadd61cf8cb\" value_size:354 lease:5695763661994318355 >> failure:<>>" with result "size:20" took too long (136.569128ms) to execute
Oct 01 20:06:54 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:54.997520 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-xq289\" " with result "range_response_count:1 size:1118" took too long (188.047385ms) to execute
Oct 01 20:06:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:55.033160 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/backend-844b95fc6f\" " with result "range_response_count:1 size:1065" took too long (199.155765ms) to execute
Oct 01 20:06:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:55.232660 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15c99eadf34c2d1d\" " with result "range_response_count:1 size:485" took too long (143.142719ms) to execute
Oct 01 20:06:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:55.232913 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-wd5t9\" " with result "range_response_count:1 size:1121" took too long (142.431344ms) to execute
Oct 01 20:06:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:55.260515 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-rk2hg\" " with result "range_response_count:1 size:1121" took too long (114.134785ms) to execute
Oct 01 20:06:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:55.260993 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kbfc2\" " with result "range_response_count:1 size:1121" took too long (132.147672ms) to execute
Oct 01 20:06:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:55.463134 W | etcdserver: request "header:<ID:14919135698849094273 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-4ds4n\" mod_revision:31276725 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-4ds4n\" value_size:1425 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-4ds4n\" > >>" with result "size:20" took too long (127.292831ms) to execute
Oct 01 20:06:55 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:55.471290 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-gmwfk\" " with result "range_response_count:1 size:1118" took too long (101.198194ms) to execute
Oct 01 20:06:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:57.379852 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-4f7pg\" " with result "range_response_count:1 size:1502" took too long (126.313736ms) to execute
Oct 01 20:06:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:57.380043 W | etcdserver: request "header:<ID:14919135698849094390 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-nntzd.15c99ea57539a3fd\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-nntzd.15c99ea57539a3fd\" value_size:363 lease:5695763661994318355 >> failure:<>>" with result "size:20" took too long (113.998754ms) to execute
Oct 01 20:06:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:57.380410 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-vpx2g\" " with result "range_response_count:1 size:1498" took too long (109.574469ms) to execute
Oct 01 20:06:57 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:06:57.383342 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-fj5r7\" " with result "range_response_count:1 size:1502" took too long (102.156335ms) to execute
Oct 01 20:08:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:08:22.923564 I | mvcc: store.index: compact 31276084
Oct 01 20:08:22 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:08:22.928837 I | mvcc: finished scheduled compaction at 31276084 (took 3.721475ms)
Oct 01 20:11:52 openhouse-demo-k8s-master-1 etcd[1548]: 2019-10-01 20:11:52.026999 N | compactor: Starting auto-compaction at revision 31208903
