-- Logs begin at Tue 2019-12-17 22:38:51 UTC, end at Thu 2019-12-19 11:41:54 UTC. --
Dec 19 11:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:20:53.951778 I | mvcc: store.index: compact 45028799
Dec 19 11:20:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:20:53.956176 I | mvcc: finished scheduled compaction at 45028799 (took 3.569082ms)
Dec 19 11:21:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:21:41.363222 W | etcdserver: request "header:<ID:14919139277707453797 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/default/backend\" mod_revision:45029577 > success:<request_put:<key:\"/registry/deployments/default/backend\" value_size:1844 >> failure:<request_range:<key:\"/registry/deployments/default/backend\" > >>" with result "size:20" took too long (104.223876ms) to execute
Dec 19 11:21:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:21:41.378055 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (102.679444ms) to execute
Dec 19 11:22:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:22:05.181435 I | etcdserver: start to snapshot (applied: 49636105, lastsnap: 49626104)
Dec 19 11:22:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:22:05.276892 I | etcdserver: saved snapshot at index 49636105
Dec 19 11:22:05 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:22:05.278172 I | etcdserver: compacted raft log at 49631105
Dec 19 11:22:14 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:22:14.676049 I | pkg/fileutil: purged file /var/lib/etcd/member/snap/0000000000000017-0000000002f49fb4.snap successfully
Dec 19 11:23:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:23:41.614948 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-46w4j\" " with result "range_response_count:1 size:1121" took too long (153.23598ms) to execute
Dec 19 11:23:53 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:23:53.934822 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (204.327362ms) to execute
Dec 19 11:24:41 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-19 11:24:41.663131 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f.15e1c1f9655c6ff2\" " with result "range_response_count:1 size:485" took too long (154.316982ms) to execute
