-- Logs begin at Sat 2019-10-26 21:27:07 UTC, end at Thu 2019-10-31 23:09:58 UTC. --
Oct 31 22:51:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:51:20.128901 I | mvcc: store.index: compact 35269713
Oct 31 22:51:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:51:20.136453 I | mvcc: finished scheduled compaction at 35269713 (took 5.90243ms)
Oct 31 22:55:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:55:07.948010 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (139.425698ms) to execute
Oct 31 22:55:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:55:07.948089 W | etcdserver: read-only range request "key:\"/registry/services/endpoints\" range_end:\"/registry/services/endpointt\" count_only:true " with result "range_response_count:0 size:9" took too long (286.174553ms) to execute
Oct 31 22:55:07 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:55:07.948137 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/metrics-server-v0.3.1\" " with result "range_response_count:0 size:7" took too long (346.784665ms) to execute
Oct 31 22:55:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:55:33.814275 W | etcdserver: request "header:<ID:14919139277656763824 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" mod_revision:35271369 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" value_size:6088 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" > >>" with result "size:20" took too long (187.029457ms) to execute
Oct 31 22:56:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:56:20.143363 I | mvcc: store.index: compact 35270743
Oct 31 22:56:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:56:20.151500 I | mvcc: finished scheduled compaction at 35270743 (took 7.047575ms)
Oct 31 22:56:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:56:20.464273 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:458" took too long (158.723403ms) to execute
Oct 31 22:56:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 22:56:20.464393 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (203.810591ms) to execute
Oct 31 23:01:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:01:20.170894 I | mvcc: store.index: compact 35271502
Oct 31 23:01:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:01:20.180355 I | mvcc: finished scheduled compaction at 35271502 (took 6.51081ms)
Oct 31 23:02:58 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:02:58.519769 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (254.031237ms) to execute
Oct 31 23:03:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:03:33.623315 W | etcdserver: read-only range request "key:\"/registry/monitoring.coreos.com/prometheusrules\" range_end:\"/registry/monitoring.coreos.com/prometheusrulet\" count_only:true " with result "range_response_count:0 size:9" took too long (586.227653ms) to execute
Oct 31 23:03:33 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:03:33.623488 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/dns-autoscaler-token-8n5tq\" " with result "range_response_count:1 size:2332" took too long (241.543566ms) to execute
Oct 31 23:04:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:04:27.619986 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (704.873299ms) to execute
Oct 31 23:04:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:04:27.620085 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (678.314184ms) to execute
Oct 31 23:04:27 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:04:27.620759 W | etcdserver: request "header:<ID:14919139277656768581 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" mod_revision:35272699 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" value_size:7976 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-nf-4\" > >>" with result "size:20" took too long (492.59866ms) to execute
Oct 31 23:06:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:06:20.282987 I | mvcc: store.index: compact 35272247
Oct 31 23:06:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:06:20.290224 I | mvcc: finished scheduled compaction at 35272247 (took 5.730117ms)
Oct 31 23:06:20 openhouse-demo-k8s-master-1 etcd[6343]: 2019-10-31 23:06:20.290540 W | etcdserver: request "header:<ID:14919139277656769595 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:35272247 > " with result "size:7" took too long (100.342848ms) to execute
