-- Logs begin at Mon 2019-10-07 09:29:53 UTC, end at Fri 2019-10-11 05:47:44 UTC. --
Oct 11 05:26:52 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:26:52.540315 W | etcdserver: request "header:<ID:14919138748427328540 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/minions/openhouse-demo-k8s-node-1\" mod_revision:32257364 > success:<request_put:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" value_size:5180 >> failure:<request_range:<key:\"/registry/minions/openhouse-demo-k8s-node-1\" > >>" with result "size:20" took too long (427.784742ms) to execute
Oct 11 05:26:52 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:26:52.540632 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/reportnothings\" range_end:\"/registry/config.istio.io/reportnothingt\" count_only:true " with result "range_response_count:0 size:7" took too long (333.031234ms) to execute
Oct 11 05:27:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:27:08.439213 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (193.822441ms) to execute
Oct 11 05:27:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:27:08.439378 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-cbvt7\" " with result "range_response_count:1 size:2738" took too long (180.355407ms) to execute
Oct 11 05:27:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:27:08.439832 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/disruption-controller\" " with result "range_response_count:1 size:262" took too long (177.926456ms) to execute
Oct 11 05:27:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:27:08.440071 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/endpoint-controller-token-lfmgk\" " with result "range_response_count:1 size:2367" took too long (192.720225ms) to execute
Oct 11 05:27:13 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:27:13.345763 W | etcdserver: request "header:<ID:14919138748427328781 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/backend-844b95fc6f-k2chx.15cc807a397262bc\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/backend-844b95fc6f-k2chx.15cc807a397262bc\" value_size:486 lease:5695766711572552829 >> failure:<>>" with result "size:20" took too long (118.795769ms) to execute
Oct 11 05:27:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:27:41.322421 I | mvcc: store.index: compact 32255655
Oct 11 05:27:41 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:27:41.327524 I | mvcc: finished scheduled compaction at 32255655 (took 4.205641ms)
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.037823 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:205" took too long (654.421857ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.038177 W | etcdserver: read-only range request "key:\"/registry/events/default/backend-844b95fc6f-2rnj7.15cc8084b5a7f0de\" " with result "range_response_count:1 size:592" took too long (751.462852ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.038366 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/edges\" range_end:\"/registry/config.istio.io/edget\" count_only:true " with result "range_response_count:0 size:7" took too long (515.169679ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.330263 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/horizontal-pod-autoscaler-token-5nhfp\" " with result "range_response_count:1 size:2409" took too long (147.524383ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.590987 W | etcdserver: request "header:<ID:14919138748427329395 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15cc80873f1b2c56\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5.15cc80873f1b2c56\" value_size:403 lease:5695766711572553504 >> failure:<>>" with result "size:20" took too long (156.4554ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.591493 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/disruption-controller-token-dzc52\" " with result "range_response_count:1 size:2381" took too long (171.985012ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.591664 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:835" took too long (171.90427ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.591927 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (106.129856ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.851103 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (167.998339ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.851160 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-pilot\" " with result "range_response_count:1 size:5928" took too long (170.896265ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.851255 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (167.353784ms) to execute
Oct 11 05:28:08 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:08.851370 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-k9mzg\" " with result "range_response_count:1 size:2738" took too long (123.226715ms) to execute
Oct 11 05:28:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:10.593002 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-kf5w5\" " with result "range_response_count:1 size:4253" took too long (233.063075ms) to execute
Oct 11 05:28:10 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:10.593080 W | etcdserver: request "header:<ID:14919138748427329464 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-k9mzg.15cc8087b0fd80df\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-k9mzg.15cc8087b0fd80df\" value_size:402 lease:5695766711572553504 >> failure:<>>" with result "size:20" took too long (208.049676ms) to execute
Oct 11 05:28:11 openhouse-demo-k8s-master-1 etcd[1491]: 2019-10-11 05:28:11.252895 W | etcdserver: request "header:<ID:14919138748427329469 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-t2gk2.15cc8087c5fea000\" mod_revision:0 > success:<request_put:<key:\"/registry/events/istio-system/istio-ingressgateway-746bdcc7c5-t2gk2.15cc8087c5fea000\" value_size:402 lease:5695766711572553504 >> failure:<>>" with result "size:20" took too long (515.595591ms) to execute
