-- Logs begin at Tue 2019-10-22 12:00:32 UTC, end at Tue 2019-10-22 12:53:37 UTC. --
Oct 22 12:32:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:32:11.360003 I | mvcc: store.index: compact 33464350
Oct 22 12:32:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:32:11.362926 I | mvcc: finished scheduled compaction at 33464350 (took 1.730563ms)
Oct 22 12:36:18 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:36:18.327915 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-2\" " with result "range_response_count:1 size:6163" took too long (118.427717ms) to execute
Oct 22 12:36:59 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:36:59.312156 W | etcdserver: read-only range request "key:\"/registry/config.istio.io/listcheckers\" range_end:\"/registry/config.istio.io/listcheckert\" count_only:true " with result "range_response_count:0 size:7" took too long (114.590622ms) to execute
Oct 22 12:36:59 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:36:59.312300 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/generic-garbage-collector-token-j8g64\" " with result "range_response_count:1 size:2409" took too long (269.094718ms) to execute
Oct 22 12:36:59 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:36:59.312579 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (254.824823ms) to execute
Oct 22 12:37:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:37:11.504993 I | mvcc: store.index: compact 33465842
Oct 22 12:37:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:37:11.506669 W | etcdserver: request "header:<ID:14919139082522689800 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > compaction:<revision:33465842 > " with result "size:7" took too long (110.079564ms) to execute
Oct 22 12:37:11 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:37:11.509577 I | mvcc: finished scheduled compaction at 33465842 (took 3.21673ms)
Oct 22 12:37:12 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:37:12.167788 W | etcdserver: read-only range request "key:\"/registry/minions/openhouse-demo-k8s-node-nf-3\" " with result "range_response_count:1 size:4478" took too long (276.83949ms) to execute
Oct 22 12:37:12 openhouse-demo-k8s-master-1 etcd[1781]: 2019-10-22 12:37:12.167927 W | etcdserver: read-only range request "key:\"/registry/services/specs\" range_end:\"/registry/services/spect\" count_only:true " with result "range_response_count:0 size:9" took too long (275.99653ms) to execute
