-- Logs begin at Sat 2020-02-01 17:18:38 UTC, end at Mon 2020-02-03 04:44:46 UTC. --
Feb 03 04:24:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:12.316406 W | etcdserver: request "header:<ID:14919139277752861834 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-29qp4\" mod_revision:53584649 > success:<request_put:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-29qp4\" value_size:2644 >> failure:<request_range:<key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-29qp4\" > >>" with result "size:20" took too long (130.084714ms) to execute
Feb 03 04:24:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:12.318438 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:677" took too long (135.753399ms) to execute
Feb 03 04:24:12 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:12.335210 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (132.218547ms) to execute
Feb 03 04:24:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:27.458053 W | etcdserver: read-only range request "key:\"/registry/serviceaccounts/kube-system/endpoint-controller\" " with result "range_response_count:1 size:256" took too long (164.074565ms) to execute
Feb 03 04:24:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:27.488714 W | etcdserver: read-only range request "key:\"/registry/pods/istio-system/istio-ingressgateway-746bdcc7c5-jnm99\" " with result "range_response_count:1 size:2738" took too long (163.890405ms) to execute
Feb 03 04:24:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:27.488973 W | etcdserver: read-only range request "key:\"/registry/replicasets/istio-system/istio-ingressgateway-746bdcc7c5\" " with result "range_response_count:1 size:2742" took too long (193.118735ms) to execute
Feb 03 04:24:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:27.489137 W | etcdserver: read-only range request "key:\"/registry/poddisruptionbudgets/istio-system/istio-ingressgateway\" " with result "range_response_count:1 size:900" took too long (190.885441ms) to execute
Feb 03 04:24:27 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:27.489207 W | etcdserver: read-only range request "key:\"/registry/deployments/istio-system/istio-telemetry\" " with result "range_response_count:1 size:6148" took too long (105.770376ms) to execute
Feb 03 04:24:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:56.429738 I | mvcc: store.index: compact 53582979
Feb 03 04:24:56 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:24:56.436925 I | mvcc: finished scheduled compaction at 53582979 (took 5.523662ms)
Feb 03 04:25:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:25:26.100440 N | compactor: Starting auto-compaction at revision 53499970
Feb 03 04:25:26 openhouse-demo-k8s-master-1 etcd[6343]: 2020-02-03 04:25:26.100805 N | compactor: Finished auto-compaction at revision 53499970
