-- Logs begin at Fri 2019-12-20 03:39:40 UTC, end at Sat 2019-12-21 14:44:10 UTC. --
Dec 21 14:23:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:23:39.265054 W | etcdserver: request "header:<ID:14919139277709498289 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/backend-844b95fc6f\" mod_revision:45555146 > success:<request_put:<key:\"/registry/replicasets/default/backend-844b95fc6f\" value_size:986 >> failure:<request_range:<key:\"/registry/replicasets/default/backend-844b95fc6f\" > >>" with result "size:20" took too long (122.341231ms) to execute
Dec 21 14:23:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:23:39.265870 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-9gvs7\" " with result "range_response_count:1 size:1121" took too long (120.960843ms) to execute
Dec 21 14:23:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:23:39.292223 W | etcdserver: read-only range request "key:\"/registry/secrets/default/default-token-zvvdz\" " with result "range_response_count:1 size:2261" took too long (122.200161ms) to execute
Dec 21 14:23:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:23:39.292514 W | etcdserver: read-only range request "key:\"/registry/pods/default/backend-844b95fc6f-p44hs\" " with result "range_response_count:1 size:1121" took too long (113.843867ms) to execute
Dec 21 14:23:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:23:39.292776 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (122.549028ms) to execute
Dec 21 14:24:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:24:03.484607 W | wal: sync duration of 1.414904716s, expected less than 1s
Dec 21 14:24:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:24:03.487535 W | etcdserver: read-only range request "key:\"/registry/secrets/kube-system/cronjob-controller-token-gdz7c\" " with result "range_response_count:1 size:2360" took too long (928.964602ms) to execute
Dec 21 14:24:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:24:03.495053 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:206" took too long (640.291557ms) to execute
Dec 21 14:24:03 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:24:03.495290 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:477" took too long (726.454059ms) to execute
Dec 21 14:24:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:24:39.340153 W | etcdserver: request "header:<ID:14919139277709498852 username:\"etcd-node-openhouse-demo-k8s-master-1\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/default/backend-844b95fc6f-p7fmx\" mod_revision:45555325 > success:<request_put:<key:\"/registry/pods/default/backend-844b95fc6f-p7fmx\" value_size:1045 >> failure:<request_range:<key:\"/registry/pods/default/backend-844b95fc6f-p7fmx\" > >>" with result "size:20" took too long (114.760708ms) to execute
Dec 21 14:24:39 openhouse-demo-k8s-master-1 etcd[6343]: 2019-12-21 14:24:39.359052 W | etcdserver: read-only range request "key:\"/registry/secrets/default/gitlab\" " with result "range_response_count:1 size:442" took too long (127.698558ms) to execute
